,gadget ,card_material,card_shield,card_bit,card_drift,card_mana,card_ingot,dragon_style,dragon_body,dragon_wings,dragon_eyes,dragon_all_horns,dragon_name,music
573,platinum_token,platinum,amethyst,864,48,3,4,wild,earthy_orange,magic_purple,hornet_brown,bone,Jocelin,none
574,gold_token,titanium,amethyst,576,48,9,4,sovereign,chocolate_brown,ocean_blue,wasp_yellow,bone,Cyriacus,none
575,titanium_token,gold,emerald,576,48,3,12,wild,earthy_orange,magic_purple,shimmer_turquoise,golden,Euphemios,none
576,platinum_token,platinum,amethyst,720,48,3,4,wild,chocolate_brown,sunny_yellow,firefly_lilac,bone,Philippe,none
577,gold_token,platinum,prism,720,48,9,5,wild,peaceful_green,lemon_green,hornet_brown,bone,Fabian,none
578,platinum_token,platinum,sapphire,576,48,3,5,wild,exotic_turquoise,floyd_pink,firefly_lilac,bone,Merry,none
579,titanium_token,gold,kevlar,720,48,9,4,wild,mystic_purple,grosbeak_green,wasp_yellow,bone,Diya,none
580,titanium_token,platinum,emerald,576,48,3,5,wild,tangle_dark,ocean_blue,wasp_yellow,bone,Natalina,none
581,platinum_token,gold,sapphire,576,48,3,4,wild,exotic_turquoise,magic_purple,hornet_brown,golden,Navid,none
582,platinum_token,platinum,amethyst,720,48,3,4,wild,chocolate_brown,party_orange,hornet_brown,bone,Nikita,none
583,gold_token,platinum,amethyst,576,48,3,8,sovereign,exotic_turquoise,floyd_pink,assembly_purple,bone,Signý,none
584,platinum_token,gold,kevlar,720,60,3,5,wild,exotic_turquoise,grosbeak_green,hornet_brown,bone,André,none
585,titanium_token,platinum,kevlar,576,48,3,5,wild,tangle_dark,party_orange,hornet_brown,golden,Kristin,none
586,platinum_token,platinum,sapphire,720,48,3,5,wild,mystic_purple,grosbeak_green,firefly_lilac,bone,Nagi,none
587,titanium_token,platinum,kevlar,720,48,3,5,wild,chocolate_brown,ocean_blue,hornet_brown,golden,Dotty,none
588,platinum_token,titanium,emerald,720,48,6,4,wild,earthy_orange,floyd_pink,firefly_lilac,bone,Fidel,none
589,platinum_token,platinum,sapphire,864,48,3,4,wild,peaceful_green,magic_purple,wasp_yellow,bone,Mara,none
590,platinum_token,gold,emerald,576,48,3,4,wild,exotic_turquoise,floyd_pink,shimmer_turquoise,rainbow,Miruna,tangle_dragons_-_steven_castano
591,gold_token,platinum,sapphire,576,48,3,4,sovereign,chocolate_brown,magic_purple,hornet_brown,bone,Lizzie,none
592,gold_token,platinum,sapphire,576,48,3,4,wild,mystic_purple,party_orange,hornet_brown,bone,Bertha,none
593,platinum_token,gold,amethyst,864,48,3,4,wild,peaceful_green,lemon_green,firefly_lilac,bone,Benjamin,none
594,gold_token,titanium,prism,720,48,3,5,wild,chocolate_brown,magic_purple,firefly_lilac,bone,Kelsi,none
595,titanium_token,platinum,prism,720,48,3,4,wild,mystic_purple,party_orange,assembly_purple,bone,Gallcobar,none
596,platinum_token,platinum,emerald,720,48,3,4,wild,exotic_turquoise,ocean_blue,hornet_brown,bone,Felix,none
597,titanium_token,gold,kevlar,576,48,3,4,wild,chocolate_brown,ocean_blue,hornet_brown,golden,Alejandro,none
598,platinum_token,platinum,prism,864,60,3,8,wild,mystic_purple,ocean_blue,hornet_brown,bone,Evaline,none
599,platinum_token,titanium,sapphire,576,60,3,4,wild,exotic_turquoise,ocean_blue,firefly_lilac,bone,Kunal,none
600,platinum_token,platinum,emerald,576,48,3,8,wild,firing_red,magic_purple,wasp_yellow,bone,Karima,none
601,gold_token,titanium,sapphire,864,48,3,4,wild,chocolate_brown,lemon_green,firefly_lilac,golden,Hrólfr,none
602,titanium_token,platinum,sapphire,720,48,6,5,wild,peaceful_green,floyd_pink,firefly_lilac,bone,Silvestre,none
603,platinum_token,platinum,emerald,576,60,3,4,wild,chocolate_brown,sunny_yellow,firefly_lilac,bone,Arkadios,none
604,gold_token,platinum,amethyst,576,48,3,4,wild,earthy_orange,magic_purple,wasp_yellow,bone,Ulises,none
605,gold_token,titanium,sapphire,720,60,3,4,wild,peaceful_green,lemon_green,wasp_yellow,bone,Stefani,none
606,gold_token,platinum,emerald,576,48,3,4,wild,earthy_orange,party_orange,wasp_yellow,golden,Cadfan,none
607,gold_token,platinum,amethyst,720,48,3,4,wild,peaceful_green,magic_purple,assembly_purple,bone,Amarilis,none
608,titanium_token,platinum,sapphire,720,48,3,4,sovereign,earthy_orange,sunny_yellow,hornet_brown,rainbow,Lizette,none
609,platinum_token,platinum,amethyst,576,48,3,4,wild,mystic_purple,floyd_pink,wasp_yellow,rainbow,Joschka,none
610,platinum_token,platinum,emerald,576,60,3,4,wild,chocolate_brown,ocean_blue,shimmer_turquoise,bone,Septimus,none
611,platinum_token,platinum,emerald,576,48,3,4,wild,mystic_purple,floyd_pink,hornet_brown,bone,Amelina,none
612,platinum_token,titanium,sapphire,720,60,3,5,sovereign,earthy_orange,sunny_yellow,hornet_brown,bone,Eirenaios,none
613,platinum_token,gold,emerald,576,48,3,5,wild,peaceful_green,ocean_blue,assembly_purple,bone,Reinhold,none
614,gold_token,platinum,amethyst,576,48,3,5,wild,chocolate_brown,party_orange,hornet_brown,bone,Warwick,none
615,gold_token,titanium,sapphire,720,48,3,8,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Albanesi,none
616,platinum_token,platinum,amethyst,576,48,3,5,sovereign,exotic_turquoise,lemon_green,hornet_brown,bone,MacLean,none
617,platinum_token,gold,amethyst,576,48,3,4,wild,earthy_orange,sunny_yellow,shimmer_turquoise,rainbow,Zhao,none
618,gold_token,titanium,emerald,576,48,3,4,wild,mystic_purple,grosbeak_green,firefly_lilac,bone,Leitner,none
619,titanium_token,titanium,kevlar,576,60,3,4,wild,tangle_dark,party_orange,wasp_yellow,bone,Brankovich,none
620,gold_token,platinum,kevlar,576,48,3,5,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Watson,none
621,titanium_token,gold,kevlar,720,48,3,5,wild,tangle_dark,ocean_blue,assembly_purple,bone,Berntsen,none
622,platinum_token,platinum,kevlar,720,48,3,4,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Pärn,none
623,platinum_token,gold,sapphire,720,48,3,4,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Tan,none
624,titanium_token,gold,emerald,720,60,6,4,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Eccleston,none
625,titanium_token,platinum,kevlar,576,48,3,8,wild,exotic_turquoise,magic_purple,assembly_purple,rainbow,Lee,none
626,titanium_token,gold,amethyst,576,60,3,4,wild,chocolate_brown,sunny_yellow,firefly_lilac,bone,Lungu,none
627,gold_token,platinum,sapphire,576,48,3,4,pirate,firing_red,sunny_yellow,hornet_brown,bone,Arnold,none
628,titanium_token,platinum,amethyst,576,48,3,4,wild,firing_red,sunny_yellow,firefly_lilac,bone,Cola,none
629,platinum_token,gold,emerald,576,48,3,12,wild,exotic_turquoise,sunny_yellow,assembly_purple,bone,Briley,none
630,titanium_token,titanium,kevlar,576,48,3,4,wild,peaceful_green,grosbeak_green,assembly_purple,bone,Andries,none
631,platinum_token,gold,amethyst,576,48,3,4,wild,exotic_turquoise,ocean_blue,shimmer_turquoise,bone,Savona,none
632,platinum_token,platinum,kevlar,864,60,3,4,wild,firing_red,sunny_yellow,firefly_lilac,rainbow,Ó,none
633,gold_token,titanium,amethyst,864,60,3,5,wild,firing_red,ocean_blue,hornet_brown,bone,Greenberg,none
634,gold_token,platinum,amethyst,864,48,3,4,wild,earthy_orange,sunny_yellow,wasp_yellow,bone,Riley,none
635,platinum_token,gold,sapphire,720,48,3,4,wild,earthy_orange,floyd_pink,wasp_yellow,golden,Lahtinen,none
636,gold_token,gold,emerald,576,48,3,4,wild,tangle_dark,lemon_green,firefly_lilac,bone,Asís,none
637,titanium_token,platinum,sapphire,576,60,3,4,wild,earthy_orange,ocean_blue,hornet_brown,bone,Holgersen,none
638,titanium_token,platinum,emerald,576,48,6,4,wild,mystic_purple,ocean_blue,firefly_lilac,bone,Straub,none
639,platinum_token,gold,sapphire,576,48,3,4,sovereign,chocolate_brown,magic_purple,wasp_yellow,bone,Fermi,none
640,titanium_token,titanium,sapphire,864,48,6,4,sovereign,tangle_dark,floyd_pink,shimmer_turquoise,bone,Agema,none
641,platinum_token,titanium,amethyst,720,48,3,4,wild,firing_red,ocean_blue,firefly_lilac,bone,Argall,none
642,platinum_token,gold,kevlar,720,60,3,4,wild,firing_red,party_orange,shimmer_turquoise,bone,Mac,none
643,platinum_token,gold,kevlar,720,48,3,4,wild,exotic_turquoise,party_orange,hornet_brown,bone,Lucas,none
644,gold_token,platinum,kevlar,576,48,3,4,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Benbow,none
645,gold_token,titanium,kevlar,720,48,3,4,wild,mystic_purple,grosbeak_green,wasp_yellow,golden,Sanford,none
646,gold_token,gold,emerald,720,48,3,5,wild,firing_red,party_orange,wasp_yellow,bone,Nixon,none
647,platinum_token,gold,sapphire,720,48,3,4,wild,firing_red,floyd_pink,hornet_brown,rainbow,Nosek,none
648,platinum_token,titanium,sapphire,576,48,9,5,wild,firing_red,party_orange,firefly_lilac,bone,Katou,none
649,gold_token,gold,amethyst,864,60,6,4,wild,firing_red,magic_purple,firefly_lilac,golden,Beckham,none
650,gold_token,titanium,emerald,720,60,3,4,wild,chocolate_brown,lemon_green,shimmer_turquoise,bone,Antall,none
651,platinum_token,gold,emerald,576,48,3,4,wild,chocolate_brown,floyd_pink,hornet_brown,bone,Griffin,none
652,gold_token,platinum,emerald,576,60,3,5,sovereign,mystic_purple,lemon_green,firefly_lilac,bone,Villanueva,none
653,titanium_token,gold,sapphire,720,48,6,5,wild,chocolate_brown,party_orange,wasp_yellow,bone,Accorsi,none
654,platinum_token,platinum,amethyst,720,48,3,5,wild,earthy_orange,magic_purple,hornet_brown,bone,Walker,none
655,titanium_token,platinum,emerald,576,60,3,4,wild,earthy_orange,floyd_pink,wasp_yellow,golden,Brauer,none
656,gold_token,gold,prism,720,48,3,4,sovereign,peaceful_green,party_orange,hornet_brown,bone,Messina,none
657,gold_token,titanium,kevlar,576,60,3,4,wild,earthy_orange,party_orange,hornet_brown,bone,Chan,none
658,gold_token,platinum,prism,864,48,3,4,wild,firing_red,lemon_green,hornet_brown,bone,Campo,none
659,platinum_token,platinum,kevlar,576,48,3,5,wild,firing_red,grosbeak_green,firefly_lilac,bone,Laaksonen,none
660,platinum_token,titanium,emerald,720,48,3,4,wild,peaceful_green,magic_purple,firefly_lilac,golden,Pavía,none
661,platinum_token,platinum,emerald,576,72,3,10,wild,exotic_turquoise,floyd_pink,shimmer_turquoise,bone,Kiefer,none
662,gold_token,titanium,kevlar,720,48,6,4,wild,mystic_purple,lemon_green,hornet_brown,bone,Hajós,none
663,gold_token,gold,kevlar,720,48,3,5,wild,earthy_orange,magic_purple,wasp_yellow,bone,Bustos,none
664,titanium_token,gold,amethyst,864,60,3,8,pirate,chocolate_brown,floyd_pink,wasp_yellow,golden,Kubo,none
665,titanium_token,gold,sapphire,576,48,3,4,wild,firing_red,floyd_pink,wasp_yellow,golden,Jacobs,none
666,platinum_token,titanium,sapphire,576,48,3,4,wild,peaceful_green,party_orange,firefly_lilac,bone,McReynolds,none
667,titanium_token,gold,prism,576,48,3,5,wild,firing_red,floyd_pink,wasp_yellow,golden,Van,none
668,gold_token,titanium,emerald,720,48,3,5,wild,mystic_purple,lemon_green,hornet_brown,bone,Blomgren,none
669,platinum_token,gold,amethyst,576,60,3,5,wild,firing_red,floyd_pink,wasp_yellow,bone,Văduva,none
670,gold_token,platinum,emerald,720,72,6,5,wild,earthy_orange,magic_purple,wasp_yellow,bone,Abbatangelo,none
671,platinum_token,platinum,emerald,720,48,3,5,wild,chocolate_brown,ocean_blue,assembly_purple,golden,Merricks,none
672,gold_token,platinum,emerald,720,48,3,4,wild,earthy_orange,ocean_blue,hornet_brown,golden,Garrard,none
673,gold_token,platinum,emerald,864,60,3,4,wild,chocolate_brown,ocean_blue,firefly_lilac,bone,Selby,none
674,gold_token,platinum,emerald,576,48,3,4,wild,firing_red,lemon_green,assembly_purple,bone,Hepburn,none
675,titanium_token,platinum,emerald,576,48,3,4,pirate,chocolate_brown,floyd_pink,hornet_brown,bone,Nakano,none
676,platinum_token,gold,kevlar,576,60,3,4,wild,firing_red,magic_purple,wasp_yellow,bone,Robbins,none
677,titanium_token,platinum,amethyst,576,48,3,4,wild,tangle_dark,magic_purple,firefly_lilac,bone,Hovhannisyan,none
678,platinum_token,gold,amethyst,576,48,3,4,wild,earthy_orange,sunny_yellow,assembly_purple,bone,Aiken,none
679,titanium_token,gold,amethyst,576,48,6,4,wild,mystic_purple,sunny_yellow,firefly_lilac,golden,Krawiec,none
680,titanium_token,gold,prism,720,48,3,4,wild,exotic_turquoise,magic_purple,firefly_lilac,golden,Wickham,none
681,gold_token,titanium,emerald,576,48,6,4,wild,chocolate_brown,ocean_blue,shimmer_turquoise,golden,Jeffries,none
682,gold_token,titanium,amethyst,576,48,3,5,wild,earthy_orange,floyd_pink,firefly_lilac,bone,Crawford,none
683,platinum_token,gold,amethyst,576,48,6,4,wild,tangle_dark,floyd_pink,hornet_brown,golden,Romano,none
684,platinum_token,titanium,sapphire,864,48,3,4,wild,tangle_dark,lemon_green,wasp_yellow,bone,Tafani,none
685,gold_token,gold,amethyst,864,48,3,5,wild,tangle_dark,sunny_yellow,wasp_yellow,golden,Abadjiev,none
686,gold_token,platinum,prism,576,48,6,4,wild,firing_red,floyd_pink,hornet_brown,bone,Sarka,none
687,platinum_token,gold,sapphire,576,60,3,4,wild,chocolate_brown,ocean_blue,assembly_purple,bone,Rasmussen,none
688,platinum_token,titanium,prism,720,48,6,5,wild,chocolate_brown,floyd_pink,hornet_brown,bone,Zhou,none
689,gold_token,platinum,amethyst,576,48,3,5,sovereign,mystic_purple,floyd_pink,hornet_brown,bone,Ljungborg,none
690,gold_token,platinum,emerald,576,60,3,4,wild,firing_red,floyd_pink,hornet_brown,bone,Jensson,none
691,titanium_token,platinum,emerald,576,60,6,4,wild,chocolate_brown,party_orange,firefly_lilac,bone,Alberdingk,none
692,platinum_token,platinum,emerald,720,60,3,5,wild,tangle_dark,lemon_green,hornet_brown,bone,Finnin,none
693,platinum_token,platinum,sapphire,720,48,3,4,wild,chocolate_brown,party_orange,firefly_lilac,golden,Sommer,none
694,gold_token,titanium,amethyst,576,48,3,4,wild,mystic_purple,party_orange,assembly_purple,bone,Hansson,none
695,platinum_token,platinum,emerald,864,48,3,4,wild,exotic_turquoise,party_orange,wasp_yellow,bone,Bourne,none
696,gold_token,titanium,emerald,576,60,9,5,wild,mystic_purple,ocean_blue,hornet_brown,golden,Dunst,none
697,platinum_token,platinum,amethyst,576,48,3,5,sovereign,earthy_orange,party_orange,hornet_brown,bone,Serafin,none
698,gold_token,platinum,sapphire,720,48,3,4,wild,chocolate_brown,magic_purple,hornet_brown,bone,Beaufort,none
699,gold_token,platinum,prism,864,48,3,5,wild,firing_red,ocean_blue,hornet_brown,bone,Necchi,tangle_dragons_-_steven_castano
700,gold_token,platinum,sapphire,720,48,3,5,sovereign,earthy_orange,floyd_pink,wasp_yellow,golden,Regenbogen,none
701,platinum_token,gold,emerald,576,48,9,5,wild,exotic_turquoise,ocean_blue,hornet_brown,bone,Solomon,none
702,platinum_token,platinum,sapphire,864,72,3,5,wild,mystic_purple,sunny_yellow,hornet_brown,bone,Berg,none
703,platinum_token,gold,sapphire,864,60,9,5,wild,peaceful_green,ocean_blue,hornet_brown,bone,Harsha,none
704,platinum_token,titanium,amethyst,576,48,3,4,wild,firing_red,ocean_blue,wasp_yellow,bone,Caballero,none
705,gold_token,platinum,amethyst,720,48,3,5,wild,earthy_orange,magic_purple,hornet_brown,bone,Quixote,tangle_dragons_-_steven_castano
706,platinum_token,platinum,amethyst,864,48,3,4,wild,firing_red,floyd_pink,hornet_brown,bone,Valjean,none
707,gold_token,gold,amethyst,720,48,3,5,wild,chocolate_brown,sunny_yellow,wasp_yellow,bone,Gynt,none
708,platinum_token,titanium,sapphire,864,48,6,4,wild,mystic_purple,lemon_green,hornet_brown,bone,Dumbledore,none
709,platinum_token,platinum,amethyst,576,48,3,4,wild,earthy_orange,floyd_pink,wasp_yellow,bone,Corleone,none
710,titanium_token,platinum,sapphire,864,48,3,4,wild,chocolate_brown,lemon_green,hornet_brown,golden,Gatsby,none
711,gold_token,gold,amethyst,576,48,3,4,wild,peaceful_green,ocean_blue,hornet_brown,bone,Panza,none
712,titanium_token,platinum,kevlar,576,48,3,4,wild,mystic_purple,magic_purple,hornet_brown,golden,Poppins,none
713,platinum_token,platinum,kevlar,576,48,3,5,wild,tangle_dark,ocean_blue,hornet_brown,bone,Nickleby,none
714,platinum_token,titanium,amethyst,720,48,3,5,wild,firing_red,floyd_pink,wasp_yellow,bone,Poirot,none
715,platinum_token,titanium,prism,720,48,9,4,wild,firing_red,ocean_blue,hornet_brown,bone,Copperfield,none
716,gold_token,gold,kevlar,576,48,6,4,wild,firing_red,party_orange,hornet_brown,bone,Frankenstein,none
717,platinum_token,titanium,amethyst,576,60,3,4,wild,mystic_purple,ocean_blue,hornet_brown,bone,Weasley,none
718,titanium_token,platinum,emerald,720,48,6,5,wild,firing_red,floyd_pink,hornet_brown,bone,Quijote,none
719,platinum_token,platinum,kevlar,576,48,3,4,wild,firing_red,floyd_pink,hornet_brown,bone,Baggins,none
720,platinum_token,gold,amethyst,576,72,3,8,wild,chocolate_brown,ocean_blue,firefly_lilac,golden,Targaryen,none
721,platinum_token,platinum,prism,720,60,3,5,sovereign,peaceful_green,grosbeak_green,hornet_brown,bone,Finch,none
722,platinum_token,platinum,sapphire,720,48,3,5,wild,earthy_orange,magic_purple,hornet_brown,bone,Scrooge,none
723,gold_token,titanium,emerald,576,48,9,4,wild,chocolate_brown,floyd_pink,hornet_brown,golden,Twist,none
724,gold_token,platinum,sapphire,576,48,3,5,wild,earthy_orange,lemon_green,firefly_lilac,golden,Karamazov,none
725,gold_token,platinum,emerald,720,48,3,4,wild,tangle_dark,floyd_pink,hornet_brown,bone,Durand,none
726,platinum_token,platinum,amethyst,576,48,3,4,wild,firing_red,floyd_pink,shimmer_turquoise,bone,Drake,none
727,platinum_token,platinum,emerald,576,48,3,5,wild,tangle_dark,lemon_green,assembly_purple,golden,Díez,none
728,gold_token,platinum,sapphire,576,48,6,4,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Sparks,none
729,titanium_token,gold,amethyst,576,48,3,5,wild,tangle_dark,ocean_blue,hornet_brown,bone,Upton,none
730,platinum_token,platinum,amethyst,576,48,6,5,wild,peaceful_green,ocean_blue,hornet_brown,rainbow,Ford,none
731,platinum_token,gold,amethyst,576,48,3,5,wild,peaceful_green,magic_purple,firefly_lilac,bone,Warren,none
732,platinum_token,platinum,kevlar,720,48,3,4,wild,exotic_turquoise,lemon_green,firefly_lilac,bone,Strong,none
733,platinum_token,platinum,emerald,576,60,3,5,wild,tangle_dark,lemon_green,wasp_yellow,bone,Hyland,none
734,platinum_token,platinum,prism,720,48,3,4,wild,firing_red,sunny_yellow,wasp_yellow,golden,Groves,none
735,gold_token,titanium,sapphire,720,48,3,5,wild,peaceful_green,ocean_blue,hornet_brown,rainbow,Mingo,none
736,gold_token,platinum,emerald,864,48,3,5,wild,mystic_purple,sunny_yellow,wasp_yellow,bone,Chancellor,none
737,gold_token,platinum,amethyst,720,48,3,5,wild,firing_red,ocean_blue,firefly_lilac,bone,Cason,none
738,platinum_token,platinum,kevlar,864,48,3,4,wild,earthy_orange,sunny_yellow,hornet_brown,bone,Andrés,none
739,gold_token,gold,emerald,720,48,3,4,wild,earthy_orange,sunny_yellow,hornet_brown,bone,Cotterill,none
740,platinum_token,gold,amethyst,720,48,6,4,sovereign,exotic_turquoise,magic_purple,hornet_brown,bone,Eady,none
741,gold_token,titanium,emerald,720,48,3,5,wild,mystic_purple,lemon_green,hornet_brown,bone,Baker,none
742,gold_token,platinum,sapphire,864,48,3,4,wild,tangle_dark,floyd_pink,hornet_brown,bone,Bourke,none
743,platinum_token,platinum,prism,720,48,3,5,wild,firing_red,lemon_green,assembly_purple,bone,Waterman,none
744,titanium_token,titanium,sapphire,576,48,3,4,wild,firing_red,ocean_blue,hornet_brown,golden,Ruskin,none
745,gold_token,gold,emerald,720,72,3,5,wild,chocolate_brown,sunny_yellow,hornet_brown,bone,Arrington,none
746,titanium_token,gold,amethyst,864,48,3,4,wild,mystic_purple,floyd_pink,wasp_yellow,bone,Dukes,none
747,platinum_token,gold,emerald,720,48,3,5,wild,firing_red,magic_purple,wasp_yellow,bone,Brook,none
748,platinum_token,gold,sapphire,720,60,3,4,wild,chocolate_brown,magic_purple,hornet_brown,bone,Carman,none
749,platinum_token,platinum,sapphire,720,60,3,4,wild,exotic_turquoise,sunny_yellow,wasp_yellow,bone,Slade,none
750,platinum_token,platinum,amethyst,864,48,3,4,wild,firing_red,magic_purple,firefly_lilac,golden,Dennis,none
751,gold_token,platinum,kevlar,864,48,3,4,wild,firing_red,lemon_green,hornet_brown,bone,Ness,none
752,gold_token,titanium,emerald,720,48,3,4,wild,peaceful_green,sunny_yellow,shimmer_turquoise,bone,Manuela,none
753,platinum_token,platinum,emerald,576,72,6,4,wild,chocolate_brown,magic_purple,wasp_yellow,bone,Westley,none
754,platinum_token,titanium,amethyst,720,48,6,4,wild,exotic_turquoise,ocean_blue,wasp_yellow,rainbow,Langdon,none
755,platinum_token,platinum,kevlar,864,48,3,4,sovereign,firing_red,ocean_blue,wasp_yellow,bone,Nowell,none
756,platinum_token,gold,kevlar,720,48,3,4,wild,earthy_orange,grosbeak_green,wasp_yellow,bone,Hamilton,none
757,platinum_token,platinum,amethyst,864,48,3,5,wild,tangle_dark,ocean_blue,hornet_brown,bone,Quirós,none
758,gold_token,gold,kevlar,720,48,3,4,wild,exotic_turquoise,sunny_yellow,shimmer_turquoise,golden,Hooker,none
759,gold_token,platinum,emerald,720,48,3,4,wild,earthy_orange,party_orange,hornet_brown,golden,Simpson,none
760,platinum_token,gold,kevlar,576,48,3,5,sovereign,firing_red,grosbeak_green,hornet_brown,bone,Harlow,none
761,platinum_token,platinum,sapphire,720,60,6,8,sovereign,chocolate_brown,magic_purple,shimmer_turquoise,bone,Bishop,none
762,platinum_token,platinum,prism,576,48,3,5,wild,chocolate_brown,grosbeak_green,firefly_lilac,bone,Kimberly,none
763,platinum_token,platinum,emerald,576,48,3,5,wild,earthy_orange,lemon_green,hornet_brown,bone,Giménez,none
764,platinum_token,gold,emerald,576,48,3,5,wild,exotic_turquoise,party_orange,shimmer_turquoise,bone,Elliot,none
765,platinum_token,platinum,emerald,576,48,3,5,wild,peaceful_green,party_orange,wasp_yellow,bone,Espina,none
766,gold_token,gold,kevlar,720,48,6,5,wild,tangle_dark,magic_purple,wasp_yellow,bone,Robert,none
767,platinum_token,platinum,emerald,720,72,6,4,wild,firing_red,floyd_pink,wasp_yellow,bone,Woolf,none
768,gold_token,platinum,amethyst,576,48,3,10,wild,firing_red,sunny_yellow,hornet_brown,golden,Forrest,none
769,gold_token,gold,emerald,720,48,6,5,wild,peaceful_green,floyd_pink,hornet_brown,bone,Fleming,none
770,platinum_token,platinum,amethyst,576,48,3,8,wild,peaceful_green,sunny_yellow,wasp_yellow,bone,Ríos,none
771,gold_token,platinum,amethyst,576,48,6,4,wild,peaceful_green,party_orange,wasp_yellow,bone,Norman,none
772,titanium_token,platinum,kevlar,864,48,3,8,wild,firing_red,magic_purple,hornet_brown,bone,Pond,none
773,gold_token,platinum,sapphire,576,48,3,4,wild,chocolate_brown,magic_purple,hornet_brown,bone,Beasley,none
774,platinum_token,gold,emerald,864,48,3,5,wild,exotic_turquoise,magic_purple,shimmer_turquoise,bone,Brand,none
775,titanium_token,titanium,emerald,576,60,3,5,wild,exotic_turquoise,sunny_yellow,hornet_brown,bone,Richards,none
776,platinum_token,titanium,kevlar,576,48,3,5,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Christopher,none
777,platinum_token,gold,sapphire,576,48,6,4,wild,firing_red,magic_purple,wasp_yellow,bone,Jewel,none
778,platinum_token,gold,emerald,720,48,3,5,wild,peaceful_green,floyd_pink,shimmer_turquoise,bone,Seaver,none
779,platinum_token,gold,sapphire,576,48,3,5,wild,chocolate_brown,magic_purple,wasp_yellow,bone,Combs,none
780,platinum_token,platinum,kevlar,576,60,3,8,wild,chocolate_brown,party_orange,hornet_brown,bone,Esteban,none
781,platinum_token,gold,emerald,720,72,3,4,wild,earthy_orange,floyd_pink,hornet_brown,bone,Howe,none
782,platinum_token,titanium,emerald,720,48,3,5,wild,chocolate_brown,floyd_pink,wasp_yellow,golden,Mathers,none
783,platinum_token,titanium,emerald,864,48,3,5,wild,peaceful_green,ocean_blue,firefly_lilac,bone,Tittensor,none
784,platinum_token,platinum,emerald,576,48,6,4,wild,earthy_orange,sunny_yellow,firefly_lilac,golden,Scrivens,none
785,gold_token,platinum,emerald,720,48,3,4,wild,mystic_purple,party_orange,shimmer_turquoise,golden,Cox,none
786,platinum_token,gold,sapphire,720,48,6,5,wild,firing_red,sunny_yellow,assembly_purple,bone,Moss,none
787,gold_token,platinum,amethyst,576,48,3,5,wild,tangle_dark,magic_purple,wasp_yellow,golden,Irvine,none
788,platinum_token,platinum,emerald,720,48,3,4,wild,firing_red,ocean_blue,hornet_brown,golden,Daubney,none
789,gold_token,gold,kevlar,576,48,3,4,sovereign,firing_red,party_orange,hornet_brown,golden,Hopper,none
790,gold_token,platinum,prism,864,48,9,4,wild,exotic_turquoise,grosbeak_green,hornet_brown,golden,Castle,none
791,gold_token,titanium,kevlar,576,48,3,4,wild,firing_red,lemon_green,wasp_yellow,golden,Plank,none
792,gold_token,platinum,amethyst,576,72,3,5,wild,exotic_turquoise,ocean_blue,wasp_yellow,bone,Ware,none
793,titanium_token,platinum,kevlar,576,48,9,5,wild,tangle_dark,floyd_pink,wasp_yellow,bone,Sherburne,none
794,gold_token,gold,prism,720,48,6,5,wild,tangle_dark,floyd_pink,firefly_lilac,bone,Hodges,none
795,platinum_token,platinum,emerald,720,48,3,4,wild,tangle_dark,lemon_green,wasp_yellow,golden,Caulfield,none
796,platinum_token,gold,amethyst,576,48,6,5,wild,mystic_purple,party_orange,hornet_brown,bone,Brant,none
797,platinum_token,platinum,emerald,576,48,3,4,wild,tangle_dark,lemon_green,hornet_brown,bone,Hróðólfr,none
798,titanium_token,gold,kevlar,864,48,3,4,wild,mystic_purple,lemon_green,assembly_purple,rainbow,Nynniaw,none
799,platinum_token,platinum,amethyst,864,48,3,4,wild,firing_red,magic_purple,hornet_brown,golden,Cóem,none
800,gold_token,platinum,prism,576,48,3,4,wild,peaceful_green,floyd_pink,wasp_yellow,golden,Lambert,none
801,platinum_token,platinum,kevlar,720,48,6,4,wild,exotic_turquoise,magic_purple,wasp_yellow,bone,Hallr,none
802,titanium_token,platinum,amethyst,576,48,3,4,wild,peaceful_green,grosbeak_green,firefly_lilac,bone,Lucilia,none
803,gold_token,platinum,prism,864,48,6,4,wild,mystic_purple,sunny_yellow,wasp_yellow,bone,Auxentius,none
804,titanium_token,gold,kevlar,864,48,3,4,wild,firing_red,magic_purple,hornet_brown,bone,Evaristus,none
805,platinum_token,platinum,kevlar,576,48,3,4,wild,earthy_orange,magic_purple,wasp_yellow,bone,Diadumenus,none
806,gold_token,platinum,amethyst,720,48,3,5,sovereign,tangle_dark,ocean_blue,wasp_yellow,bone,Domnina,none
807,gold_token,titanium,emerald,720,48,3,4,wild,exotic_turquoise,sunny_yellow,assembly_purple,bone,Filibert,none
808,gold_token,gold,kevlar,576,48,3,10,wild,firing_red,lemon_green,shimmer_turquoise,bone,Thaïs,none
