,gadget Name,gadget Material,gadget Tickets,gadget: Total Tickets,gadget Odds (% chance),card_material Name,card_material Material,card_material Tickets,card_material: Total Tickets,card_material Odds (% chance),card_shield Name,card_shield Material,card_shield Tickets,card_shield: Total Tickets,card_shield Odds (% chance),card_bit Name,card_bit Material,card_bit Tickets,card_bit: Total Tickets,card_bit Odds (% chance),card_drift Name,card_drift Material,card_drift Tickets,card_drift: Total Tickets,card_drift Odds (% chance),card_mana Name,card_mana Material,card_mana Tickets,card_mana: Total Tickets,card_mana Odds (% chance),card_ingot Name,card_ingot Material,card_ingot Tickets,card_ingot: Total Tickets,card_ingot Odds (% chance),dragon_style Name,dragon_style Material,dragon_style Tickets,dragon_style: Total Tickets,dragon_style Odds (% chance),dragon_body Name,dragon_body Material,dragon_body Tickets,dragon_body: Total Tickets,dragon_body Odds (% chance),dragon_wings Name,dragon_wings Material,dragon_wings Tickets,dragon_wings: Total Tickets,dragon_wings Odds (% chance),dragon_eyes Name,dragon_eyes Material,dragon_eyes Tickets,dragon_eyes: Total Tickets,dragon_eyes Odds (% chance),dragon_all_horns Name,dragon_all_horns Material,dragon_all_horns Tickets,dragon_all_horns: Total Tickets,dragon_all_horns Odds (% chance),music Name,music Material,music Tickets,music: Total Tickets,music Odds (% chance)
Variant 45,titanium_token Variant 45,Material.016,15,100,15,gold Variant 45,Middle Card Black,30,100,30,emerald Variant 45,Front Card Colorful,30,100,30,864 Variant 45,Bit,20,100,20,48 Variant 45,drift,80,100,80,3 Variant 45,Mana,80,100,80,5 Variant 45,ingot,33,100,33,wild Variant 45,No Material,900,1000,90,chocolate_brown Variant 45,Cuerpo marrón,14,100,14,magic_purple Variant 45,Material.004,17,100,17,hornet_brown Variant 45,Ojos sauron,40,100,40,golden Variant 45,Puas oro,25,100,25,none Variant 45,No Material,99,100,99
Variant 46,gold_token Variant 46,Moneda oro,35,100,35,platinum Variant 46,Platinium Card,50,100,50,emerald Variant 46,Front Card Colorful,30,100,30,576 Variant 46,Bit,50,100,50,60 Variant 46,drift,15,100,15,3 Variant 46,Mana,80,100,80,4 Variant 46,ingot,60,100,60,sovereign Variant 46,Gold Crown Sov1.001,75,1000,8,earthy_orange Variant 46,Cuerpo amarillo,14,100,14,lemon_green Variant 46,Alas verdes,10,100,10,hornet_brown Variant 46,Ojos sauron,40,100,40,bone Variant 46,Huesos blancos,70,100,70,none Variant 46,No Material,99,100,99
Variant 47,platinum_token Variant 47,Moneda platino,50,100,50,platinum Variant 47,Platinium Card,50,100,50,emerald Variant 47,Front Card Colorful,30,100,30,576 Variant 47,Bit,50,100,50,48 Variant 47,drift,80,100,80,3 Variant 47,Mana,80,100,80,8 Variant 47,ingot,4,100,4,wild Variant 47,No Material,900,1000,90,tangle_dark Variant 47,Cuerpo negro,14,100,14,ocean_blue Variant 47,Material.001,17,100,17,hornet_brown Variant 47,Ojos sauron,40,100,40,bone Variant 47,Huesos blancos,70,100,70,none Variant 47,No Material,99,100,99
Variant 48,gold_token Variant 48,Moneda oro,35,100,35,platinum Variant 48,Platinium Card,50,100,50,kevlar Variant 48,Front Card KEVLAR,15,100,15,576 Variant 48,Bit,50,100,50,48 Variant 48,drift,80,100,80,3 Variant 48,Mana,80,100,80,4 Variant 48,ingot,60,100,60,wild Variant 48,No Material,900,1000,90,earthy_orange Variant 48,Cuerpo amarillo,14,100,14,sunny_yellow Variant 48,Material.002,17,100,17,shimmer_turquoise Variant 48,Ojos turquesa,10,100,10,bone Variant 48,Huesos blancos,70,100,70,none Variant 48,No Material,99,100,99
Variant 49,platinum_token Variant 49,Moneda platino,50,100,50,platinum Variant 49,Platinium Card,50,100,50,prism Variant 49,Front Card Rainbow,10,100,10,720 Variant 49,Bit,30,100,30,48 Variant 49,drift,80,100,80,3 Variant 49,Mana,80,100,80,4 Variant 49,ingot,60,100,60,wild Variant 49,No Material,900,1000,90,mystic_purple Variant 49,Cuerpo Morado,14,100,14,ocean_blue Variant 49,Material.001,17,100,17,hornet_brown Variant 49,Ojos sauron,40,100,40,golden Variant 49,Puas oro,25,100,25,none Variant 49,No Material,99,100,99
Variant 50,titanium_token Variant 50,Material.016,15,100,15,platinum Variant 50,Platinium Card,50,100,50,amethyst Variant 50,Front Card Purple,25,100,25,720 Variant 50,Bit,30,100,30,48 Variant 50,drift,80,100,80,3 Variant 50,Mana,80,100,80,4 Variant 50,ingot,60,100,60,wild Variant 50,No Material,900,1000,90,exotic_turquoise Variant 50,Cuerpo turquesa,14,100,14,ocean_blue Variant 50,Material.001,17,100,17,hornet_brown Variant 50,Ojos sauron,40,100,40,bone Variant 50,Huesos blancos,70,100,70,none Variant 50,No Material,99,100,99
Variant 51,platinum_token Variant 51,Moneda platino,50,100,50,platinum Variant 51,Platinium Card,50,100,50,emerald Variant 51,Front Card Colorful,30,100,30,864 Variant 51,Bit,20,100,20,60 Variant 51,drift,15,100,15,3 Variant 51,Mana,80,100,80,4 Variant 51,ingot,60,100,60,wild Variant 51,No Material,900,1000,90,chocolate_brown Variant 51,Cuerpo marrón,14,100,14,grosbeak_green Variant 51,Material.003,5,100,5,wasp_yellow Variant 51,Ojos verde claro,25,100,25,golden Variant 51,Puas oro,25,100,25,none Variant 51,No Material,99,100,99
Variant 52,titanium_token Variant 52,Material.016,15,100,15,gold Variant 52,Middle Card Black,30,100,30,kevlar Variant 52,Front Card KEVLAR,15,100,15,576 Variant 52,Bit,50,100,50,48 Variant 52,drift,80,100,80,3 Variant 52,Mana,80,100,80,8 Variant 52,ingot,4,100,4,pirate Variant 52,Parche,25,1000,2,earthy_orange Variant 52,Cuerpo amarillo,14,100,14,sunny_yellow Variant 52,Material.002,17,100,17,hornet_brown Variant 52,Ojos sauron,40,100,40,bone Variant 52,Huesos blancos,70,100,70,none Variant 52,No Material,99,100,99
Variant 53,platinum_token Variant 53,Moneda platino,50,100,50,platinum Variant 53,Platinium Card,50,100,50,prism Variant 53,Front Card Rainbow,10,100,10,720 Variant 53,Bit,30,100,30,48 Variant 53,drift,80,100,80,3 Variant 53,Mana,80,100,80,5 Variant 53,ingot,33,100,33,wild Variant 53,No Material,900,1000,90,tangle_dark Variant 53,Cuerpo negro,14,100,14,party_orange Variant 53,Material.005,17,100,17,hornet_brown Variant 53,Ojos sauron,40,100,40,bone Variant 53,Huesos blancos,70,100,70,none Variant 53,No Material,99,100,99
Variant 54,gold_token Variant 54,Moneda oro,35,100,35,platinum Variant 54,Platinium Card,50,100,50,amethyst Variant 54,Front Card Purple,25,100,25,720 Variant 54,Bit,30,100,30,48 Variant 54,drift,80,100,80,6 Variant 54,Mana,15,100,15,4 Variant 54,ingot,60,100,60,wild Variant 54,No Material,900,1000,90,peaceful_green Variant 54,Cuerpo verde,14,100,14,party_orange Variant 54,Material.005,17,100,17,wasp_yellow Variant 54,Ojos verde claro,25,100,25,bone Variant 54,Huesos blancos,70,100,70,none Variant 54,No Material,99,100,99
Variant 55,platinum_token Variant 55,Moneda platino,50,100,50,titanium Variant 55,Titanium Card,20,100,20,emerald Variant 55,Front Card Colorful,30,100,30,720 Variant 55,Bit,30,100,30,48 Variant 55,drift,80,100,80,6 Variant 55,Mana,15,100,15,4 Variant 55,ingot,60,100,60,wild Variant 55,No Material,900,1000,90,mystic_purple Variant 55,Cuerpo Morado,14,100,14,party_orange Variant 55,Material.005,17,100,17,wasp_yellow Variant 55,Ojos verde claro,25,100,25,bone Variant 55,Huesos blancos,70,100,70,none Variant 55,No Material,99,100,99
Variant 56,titanium_token Variant 56,Material.016,15,100,15,platinum Variant 56,Platinium Card,50,100,50,sapphire Variant 56,Front Card NAVY,20,100,20,720 Variant 56,Bit,30,100,30,60 Variant 56,drift,15,100,15,3 Variant 56,Mana,80,100,80,5 Variant 56,ingot,33,100,33,wild Variant 56,No Material,900,1000,90,mystic_purple Variant 56,Cuerpo Morado,14,100,14,lemon_green Variant 56,Alas verdes,10,100,10,hornet_brown Variant 56,Ojos sauron,40,100,40,bone Variant 56,Huesos blancos,70,100,70,none Variant 56,No Material,99,100,99
Variant 57,titanium_token Variant 57,Material.016,15,100,15,platinum Variant 57,Platinium Card,50,100,50,sapphire Variant 57,Front Card NAVY,20,100,20,720 Variant 57,Bit,30,100,30,48 Variant 57,drift,80,100,80,3 Variant 57,Mana,80,100,80,5 Variant 57,ingot,33,100,33,wild Variant 57,No Material,900,1000,90,tangle_dark Variant 57,Cuerpo negro,14,100,14,lemon_green Variant 57,Alas verdes,10,100,10,wasp_yellow Variant 57,Ojos verde claro,25,100,25,golden Variant 57,Puas oro,25,100,25,none Variant 57,No Material,99,100,99
Variant 58,gold_token Variant 58,Moneda oro,35,100,35,gold Variant 58,Middle Card Black,30,100,30,amethyst Variant 58,Front Card Purple,25,100,25,576 Variant 58,Bit,50,100,50,60 Variant 58,drift,15,100,15,3 Variant 58,Mana,80,100,80,5 Variant 58,ingot,33,100,33,sovereign Variant 58,Gold Crown Sov1.001,75,1000,8,firing_red Variant 58,Cuerpo rojo,16,100,16,sunny_yellow Variant 58,Material.002,17,100,17,firefly_lilac Variant 58,Ojos rosados,20,100,20,bone Variant 58,Huesos blancos,70,100,70,none Variant 58,No Material,99,100,99
Variant 59,platinum_token Variant 59,Moneda platino,50,100,50,gold Variant 59,Middle Card Black,30,100,30,sapphire Variant 59,Front Card NAVY,20,100,20,576 Variant 59,Bit,50,100,50,48 Variant 59,drift,80,100,80,3 Variant 59,Mana,80,100,80,4 Variant 59,ingot,60,100,60,wild Variant 59,No Material,900,1000,90,peaceful_green Variant 59,Cuerpo verde,14,100,14,ocean_blue Variant 59,Material.001,17,100,17,hornet_brown Variant 59,Ojos sauron,40,100,40,bone Variant 59,Huesos blancos,70,100,70,none Variant 59,No Material,99,100,99
Variant 60,platinum_token Variant 60,Moneda platino,50,100,50,platinum Variant 60,Platinium Card,50,100,50,amethyst Variant 60,Front Card Purple,25,100,25,720 Variant 60,Bit,30,100,30,60 Variant 60,drift,15,100,15,6 Variant 60,Mana,15,100,15,5 Variant 60,ingot,33,100,33,wild Variant 60,No Material,900,1000,90,mystic_purple Variant 60,Cuerpo Morado,14,100,14,ocean_blue Variant 60,Material.001,17,100,17,shimmer_turquoise Variant 60,Ojos turquesa,10,100,10,bone Variant 60,Huesos blancos,70,100,70,none Variant 60,No Material,99,100,99
Variant 61,platinum_token Variant 61,Moneda platino,50,100,50,platinum Variant 61,Platinium Card,50,100,50,amethyst Variant 61,Front Card Purple,25,100,25,576 Variant 61,Bit,50,100,50,48 Variant 61,drift,80,100,80,3 Variant 61,Mana,80,100,80,10 Variant 61,ingot,2,100,2,wild Variant 61,No Material,900,1000,90,peaceful_green Variant 61,Cuerpo verde,14,100,14,sunny_yellow Variant 61,Material.002,17,100,17,hornet_brown Variant 61,Ojos sauron,40,100,40,bone Variant 61,Huesos blancos,70,100,70,none Variant 61,No Material,99,100,99
Variant 62,titanium_token Variant 62,Material.016,15,100,15,platinum Variant 62,Platinium Card,50,100,50,prism Variant 62,Front Card Rainbow,10,100,10,576 Variant 62,Bit,50,100,50,48 Variant 62,drift,80,100,80,3 Variant 62,Mana,80,100,80,10 Variant 62,ingot,2,100,2,wild Variant 62,No Material,900,1000,90,earthy_orange Variant 62,Cuerpo amarillo,14,100,14,lemon_green Variant 62,Alas verdes,10,100,10,wasp_yellow Variant 62,Ojos verde claro,25,100,25,bone Variant 62,Huesos blancos,70,100,70,none Variant 62,No Material,99,100,99
Variant 63,gold_token Variant 63,Moneda oro,35,100,35,platinum Variant 63,Platinium Card,50,100,50,amethyst Variant 63,Front Card Purple,25,100,25,720 Variant 63,Bit,30,100,30,48 Variant 63,drift,80,100,80,3 Variant 63,Mana,80,100,80,4 Variant 63,ingot,60,100,60,wild Variant 63,No Material,900,1000,90,tangle_dark Variant 63,Cuerpo negro,14,100,14,floyd_pink Variant 63,Alas rosadas,17,100,17,hornet_brown Variant 63,Ojos sauron,40,100,40,bone Variant 63,Huesos blancos,70,100,70,none Variant 63,No Material,99,100,99
Variant 64,gold_token Variant 64,Moneda oro,35,100,35,platinum Variant 64,Platinium Card,50,100,50,emerald Variant 64,Front Card Colorful,30,100,30,576 Variant 64,Bit,50,100,50,48 Variant 64,drift,80,100,80,3 Variant 64,Mana,80,100,80,5 Variant 64,ingot,33,100,33,wild Variant 64,No Material,900,1000,90,firing_red Variant 64,Cuerpo rojo,16,100,16,floyd_pink Variant 64,Alas rosadas,17,100,17,shimmer_turquoise Variant 64,Ojos turquesa,10,100,10,golden Variant 64,Puas oro,25,100,25,none Variant 64,No Material,99,100,99
Variant 65,gold_token Variant 65,Moneda oro,35,100,35,gold Variant 65,Middle Card Black,30,100,30,emerald Variant 65,Front Card Colorful,30,100,30,720 Variant 65,Bit,30,100,30,48 Variant 65,drift,80,100,80,3 Variant 65,Mana,80,100,80,5 Variant 65,ingot,33,100,33,wild Variant 65,No Material,900,1000,90,earthy_orange Variant 65,Cuerpo amarillo,14,100,14,sunny_yellow Variant 65,Material.002,17,100,17,wasp_yellow Variant 65,Ojos verde claro,25,100,25,bone Variant 65,Huesos blancos,70,100,70,none Variant 65,No Material,99,100,99
Variant 66,platinum_token Variant 66,Moneda platino,50,100,50,platinum Variant 66,Platinium Card,50,100,50,sapphire Variant 66,Front Card NAVY,20,100,20,576 Variant 66,Bit,50,100,50,48 Variant 66,drift,80,100,80,3 Variant 66,Mana,80,100,80,4 Variant 66,ingot,60,100,60,wild Variant 66,No Material,900,1000,90,exotic_turquoise Variant 66,Cuerpo turquesa,14,100,14,lemon_green Variant 66,Alas verdes,10,100,10,hornet_brown Variant 66,Ojos sauron,40,100,40,bone Variant 66,Huesos blancos,70,100,70,none Variant 66,No Material,99,100,99
Variant 67,platinum_token Variant 67,Moneda platino,50,100,50,gold Variant 67,Middle Card Black,30,100,30,emerald Variant 67,Front Card Colorful,30,100,30,864 Variant 67,Bit,20,100,20,48 Variant 67,drift,80,100,80,3 Variant 67,Mana,80,100,80,4 Variant 67,ingot,60,100,60,pirate Variant 67,Parche,25,1000,2,earthy_orange Variant 67,Cuerpo amarillo,14,100,14,party_orange Variant 67,Material.005,17,100,17,wasp_yellow Variant 67,Ojos verde claro,25,100,25,bone Variant 67,Huesos blancos,70,100,70,none Variant 67,No Material,99,100,99
Variant 68,titanium_token Variant 68,Material.016,15,100,15,titanium Variant 68,Titanium Card,20,100,20,kevlar Variant 68,Front Card KEVLAR,15,100,15,576 Variant 68,Bit,50,100,50,48 Variant 68,drift,80,100,80,3 Variant 68,Mana,80,100,80,4 Variant 68,ingot,60,100,60,wild Variant 68,No Material,900,1000,90,mystic_purple Variant 68,Cuerpo Morado,14,100,14,party_orange Variant 68,Material.005,17,100,17,hornet_brown Variant 68,Ojos sauron,40,100,40,bone Variant 68,Huesos blancos,70,100,70,none Variant 68,No Material,99,100,99
Variant 69,platinum_token Variant 69,Moneda platino,50,100,50,platinum Variant 69,Platinium Card,50,100,50,emerald Variant 69,Front Card Colorful,30,100,30,576 Variant 69,Bit,50,100,50,48 Variant 69,drift,80,100,80,3 Variant 69,Mana,80,100,80,4 Variant 69,ingot,60,100,60,wild Variant 69,No Material,900,1000,90,earthy_orange Variant 69,Cuerpo amarillo,14,100,14,sunny_yellow Variant 69,Material.002,17,100,17,shimmer_turquoise Variant 69,Ojos turquesa,10,100,10,bone Variant 69,Huesos blancos,70,100,70,none Variant 69,No Material,99,100,99
Variant 70,platinum_token Variant 70,Moneda platino,50,100,50,gold Variant 70,Middle Card Black,30,100,30,emerald Variant 70,Front Card Colorful,30,100,30,576 Variant 70,Bit,50,100,50,48 Variant 70,drift,80,100,80,3 Variant 70,Mana,80,100,80,4 Variant 70,ingot,60,100,60,wild Variant 70,No Material,900,1000,90,tangle_dark Variant 70,Cuerpo negro,14,100,14,ocean_blue Variant 70,Material.001,17,100,17,wasp_yellow Variant 70,Ojos verde claro,25,100,25,rainbow Variant 70,Cuernos arcoiris,5,100,5,none Variant 70,No Material,99,100,99
Variant 71,platinum_token Variant 71,Moneda platino,50,100,50,titanium Variant 71,Titanium Card,20,100,20,sapphire Variant 71,Front Card NAVY,20,100,20,576 Variant 71,Bit,50,100,50,48 Variant 71,drift,80,100,80,3 Variant 71,Mana,80,100,80,4 Variant 71,ingot,60,100,60,sovereign Variant 71,Gold Crown Sov1.001,75,1000,8,chocolate_brown Variant 71,Cuerpo marrón,14,100,14,magic_purple Variant 71,Material.004,17,100,17,shimmer_turquoise Variant 71,Ojos turquesa,10,100,10,golden Variant 71,Puas oro,25,100,25,none Variant 71,No Material,99,100,99
Variant 72,platinum_token Variant 72,Moneda platino,50,100,50,platinum Variant 72,Platinium Card,50,100,50,emerald Variant 72,Front Card Colorful,30,100,30,576 Variant 72,Bit,50,100,50,48 Variant 72,drift,80,100,80,3 Variant 72,Mana,80,100,80,5 Variant 72,ingot,33,100,33,wild Variant 72,No Material,900,1000,90,chocolate_brown Variant 72,Cuerpo marrón,14,100,14,sunny_yellow Variant 72,Material.002,17,100,17,assembly_purple Variant 72,Ojos morados,5,100,5,golden Variant 72,Puas oro,25,100,25,none Variant 72,No Material,99,100,99
Variant 73,platinum_token Variant 73,Moneda platino,50,100,50,gold Variant 73,Middle Card Black,30,100,30,kevlar Variant 73,Front Card KEVLAR,15,100,15,864 Variant 73,Bit,20,100,20,48 Variant 73,drift,80,100,80,3 Variant 73,Mana,80,100,80,4 Variant 73,ingot,60,100,60,wild Variant 73,No Material,900,1000,90,tangle_dark Variant 73,Cuerpo negro,14,100,14,lemon_green Variant 73,Alas verdes,10,100,10,hornet_brown Variant 73,Ojos sauron,40,100,40,bone Variant 73,Huesos blancos,70,100,70,none Variant 73,No Material,99,100,99
Variant 74,platinum_token Variant 74,Moneda platino,50,100,50,platinum Variant 74,Platinium Card,50,100,50,sapphire Variant 74,Front Card NAVY,20,100,20,576 Variant 74,Bit,50,100,50,48 Variant 74,drift,80,100,80,9 Variant 74,Mana,5,100,5,5 Variant 74,ingot,33,100,33,wild Variant 74,No Material,900,1000,90,mystic_purple Variant 74,Cuerpo Morado,14,100,14,floyd_pink Variant 74,Alas rosadas,17,100,17,wasp_yellow Variant 74,Ojos verde claro,25,100,25,bone Variant 74,Huesos blancos,70,100,70,none Variant 74,No Material,99,100,99
Variant 75,platinum_token Variant 75,Moneda platino,50,100,50,platinum Variant 75,Platinium Card,50,100,50,kevlar Variant 75,Front Card KEVLAR,15,100,15,864 Variant 75,Bit,20,100,20,48 Variant 75,drift,80,100,80,3 Variant 75,Mana,80,100,80,5 Variant 75,ingot,33,100,33,wild Variant 75,No Material,900,1000,90,mystic_purple Variant 75,Cuerpo Morado,14,100,14,ocean_blue Variant 75,Material.001,17,100,17,hornet_brown Variant 75,Ojos sauron,40,100,40,bone Variant 75,Huesos blancos,70,100,70,none Variant 75,No Material,99,100,99
Variant 76,platinum_token Variant 76,Moneda platino,50,100,50,titanium Variant 76,Titanium Card,20,100,20,amethyst Variant 76,Front Card Purple,25,100,25,576 Variant 76,Bit,50,100,50,48 Variant 76,drift,80,100,80,6 Variant 76,Mana,15,100,15,4 Variant 76,ingot,60,100,60,wild Variant 76,No Material,900,1000,90,mystic_purple Variant 76,Cuerpo Morado,14,100,14,sunny_yellow Variant 76,Material.002,17,100,17,wasp_yellow Variant 76,Ojos verde claro,25,100,25,bone Variant 76,Huesos blancos,70,100,70,none Variant 76,No Material,99,100,99
Variant 77,platinum_token Variant 77,Moneda platino,50,100,50,gold Variant 77,Middle Card Black,30,100,30,amethyst Variant 77,Front Card Purple,25,100,25,576 Variant 77,Bit,50,100,50,48 Variant 77,drift,80,100,80,3 Variant 77,Mana,80,100,80,8 Variant 77,ingot,4,100,4,wild Variant 77,No Material,900,1000,90,firing_red Variant 77,Cuerpo rojo,16,100,16,magic_purple Variant 77,Material.004,17,100,17,hornet_brown Variant 77,Ojos sauron,40,100,40,bone Variant 77,Huesos blancos,70,100,70,none Variant 77,No Material,99,100,99
Variant 78,platinum_token Variant 78,Moneda platino,50,100,50,platinum Variant 78,Platinium Card,50,100,50,sapphire Variant 78,Front Card NAVY,20,100,20,720 Variant 78,Bit,30,100,30,48 Variant 78,drift,80,100,80,3 Variant 78,Mana,80,100,80,5 Variant 78,ingot,33,100,33,sovereign Variant 78,Gold Crown Sov1.001,75,1000,8,mystic_purple Variant 78,Cuerpo Morado,14,100,14,magic_purple Variant 78,Material.004,17,100,17,firefly_lilac Variant 78,Ojos rosados,20,100,20,bone Variant 78,Huesos blancos,70,100,70,none Variant 78,No Material,99,100,99
Variant 79,platinum_token Variant 79,Moneda platino,50,100,50,platinum Variant 79,Platinium Card,50,100,50,emerald Variant 79,Front Card Colorful,30,100,30,864 Variant 79,Bit,20,100,20,48 Variant 79,drift,80,100,80,3 Variant 79,Mana,80,100,80,4 Variant 79,ingot,60,100,60,wild Variant 79,No Material,900,1000,90,chocolate_brown Variant 79,Cuerpo marrón,14,100,14,floyd_pink Variant 79,Alas rosadas,17,100,17,hornet_brown Variant 79,Ojos sauron,40,100,40,bone Variant 79,Huesos blancos,70,100,70,none Variant 79,No Material,99,100,99
Variant 80,platinum_token Variant 80,Moneda platino,50,100,50,titanium Variant 80,Titanium Card,20,100,20,kevlar Variant 80,Front Card KEVLAR,15,100,15,864 Variant 80,Bit,20,100,20,48 Variant 80,drift,80,100,80,3 Variant 80,Mana,80,100,80,5 Variant 80,ingot,33,100,33,wild Variant 80,No Material,900,1000,90,firing_red Variant 80,Cuerpo rojo,16,100,16,magic_purple Variant 80,Material.004,17,100,17,firefly_lilac Variant 80,Ojos rosados,20,100,20,bone Variant 80,Huesos blancos,70,100,70,none Variant 80,No Material,99,100,99
Variant 81,gold_token Variant 81,Moneda oro,35,100,35,platinum Variant 81,Platinium Card,50,100,50,emerald Variant 81,Front Card Colorful,30,100,30,720 Variant 81,Bit,30,100,30,60 Variant 81,drift,15,100,15,6 Variant 81,Mana,15,100,15,4 Variant 81,ingot,60,100,60,wild Variant 81,No Material,900,1000,90,tangle_dark Variant 81,Cuerpo negro,14,100,14,magic_purple Variant 81,Material.004,17,100,17,hornet_brown Variant 81,Ojos sauron,40,100,40,bone Variant 81,Huesos blancos,70,100,70,none Variant 81,No Material,99,100,99
Variant 82,platinum_token Variant 82,Moneda platino,50,100,50,gold Variant 82,Middle Card Black,30,100,30,prism Variant 82,Front Card Rainbow,10,100,10,720 Variant 82,Bit,30,100,30,48 Variant 82,drift,80,100,80,3 Variant 82,Mana,80,100,80,4 Variant 82,ingot,60,100,60,sovereign Variant 82,Gold Crown Sov1.001,75,1000,8,firing_red Variant 82,Cuerpo rojo,16,100,16,floyd_pink Variant 82,Alas rosadas,17,100,17,shimmer_turquoise Variant 82,Ojos turquesa,10,100,10,golden Variant 82,Puas oro,25,100,25,none Variant 82,No Material,99,100,99
Variant 83,platinum_token Variant 83,Moneda platino,50,100,50,platinum Variant 83,Platinium Card,50,100,50,emerald Variant 83,Front Card Colorful,30,100,30,720 Variant 83,Bit,30,100,30,48 Variant 83,drift,80,100,80,3 Variant 83,Mana,80,100,80,4 Variant 83,ingot,60,100,60,wild Variant 83,No Material,900,1000,90,exotic_turquoise Variant 83,Cuerpo turquesa,14,100,14,sunny_yellow Variant 83,Material.002,17,100,17,hornet_brown Variant 83,Ojos sauron,40,100,40,bone Variant 83,Huesos blancos,70,100,70,none Variant 83,No Material,99,100,99
Variant 84,platinum_token Variant 84,Moneda platino,50,100,50,gold Variant 84,Middle Card Black,30,100,30,kevlar Variant 84,Front Card KEVLAR,15,100,15,720 Variant 84,Bit,30,100,30,48 Variant 84,drift,80,100,80,6 Variant 84,Mana,15,100,15,4 Variant 84,ingot,60,100,60,sovereign Variant 84,Gold Crown Sov1.001,75,1000,8,firing_red Variant 84,Cuerpo rojo,16,100,16,magic_purple Variant 84,Material.004,17,100,17,hornet_brown Variant 84,Ojos sauron,40,100,40,golden Variant 84,Puas oro,25,100,25,none Variant 84,No Material,99,100,99
Variant 85,titanium_token Variant 85,Material.016,15,100,15,platinum Variant 85,Platinium Card,50,100,50,sapphire Variant 85,Front Card NAVY,20,100,20,576 Variant 85,Bit,50,100,50,48 Variant 85,drift,80,100,80,6 Variant 85,Mana,15,100,15,4 Variant 85,ingot,60,100,60,wild Variant 85,No Material,900,1000,90,firing_red Variant 85,Cuerpo rojo,16,100,16,floyd_pink Variant 85,Alas rosadas,17,100,17,firefly_lilac Variant 85,Ojos rosados,20,100,20,golden Variant 85,Puas oro,25,100,25,none Variant 85,No Material,99,100,99
Variant 86,gold_token Variant 86,Moneda oro,35,100,35,platinum Variant 86,Platinium Card,50,100,50,sapphire Variant 86,Front Card NAVY,20,100,20,576 Variant 86,Bit,50,100,50,48 Variant 86,drift,80,100,80,9 Variant 86,Mana,5,100,5,5 Variant 86,ingot,33,100,33,wild Variant 86,No Material,900,1000,90,exotic_turquoise Variant 86,Cuerpo turquesa,14,100,14,party_orange Variant 86,Material.005,17,100,17,hornet_brown Variant 86,Ojos sauron,40,100,40,golden Variant 86,Puas oro,25,100,25,none Variant 86,No Material,99,100,99
Variant 87,platinum_token Variant 87,Moneda platino,50,100,50,titanium Variant 87,Titanium Card,20,100,20,kevlar Variant 87,Front Card KEVLAR,15,100,15,864 Variant 87,Bit,20,100,20,48 Variant 87,drift,80,100,80,3 Variant 87,Mana,80,100,80,5 Variant 87,ingot,33,100,33,wild Variant 87,No Material,900,1000,90,tangle_dark Variant 87,Cuerpo negro,14,100,14,floyd_pink Variant 87,Alas rosadas,17,100,17,wasp_yellow Variant 87,Ojos verde claro,25,100,25,rainbow Variant 87,Cuernos arcoiris,5,100,5,none Variant 87,No Material,99,100,99
Variant 88,platinum_token Variant 88,Moneda platino,50,100,50,platinum Variant 88,Platinium Card,50,100,50,sapphire Variant 88,Front Card NAVY,20,100,20,720 Variant 88,Bit,30,100,30,48 Variant 88,drift,80,100,80,3 Variant 88,Mana,80,100,80,5 Variant 88,ingot,33,100,33,wild Variant 88,No Material,900,1000,90,earthy_orange Variant 88,Cuerpo amarillo,14,100,14,magic_purple Variant 88,Material.004,17,100,17,wasp_yellow Variant 88,Ojos verde claro,25,100,25,bone Variant 88,Huesos blancos,70,100,70,none Variant 88,No Material,99,100,99
Variant 89,gold_token Variant 89,Moneda oro,35,100,35,platinum Variant 89,Platinium Card,50,100,50,emerald Variant 89,Front Card Colorful,30,100,30,864 Variant 89,Bit,20,100,20,48 Variant 89,drift,80,100,80,6 Variant 89,Mana,15,100,15,5 Variant 89,ingot,33,100,33,wild Variant 89,No Material,900,1000,90,mystic_purple Variant 89,Cuerpo Morado,14,100,14,floyd_pink Variant 89,Alas rosadas,17,100,17,hornet_brown Variant 89,Ojos sauron,40,100,40,golden Variant 89,Puas oro,25,100,25,none Variant 89,No Material,99,100,99
Variant 90,titanium_token Variant 90,Material.016,15,100,15,titanium Variant 90,Titanium Card,20,100,20,emerald Variant 90,Front Card Colorful,30,100,30,576 Variant 90,Bit,50,100,50,48 Variant 90,drift,80,100,80,3 Variant 90,Mana,80,100,80,5 Variant 90,ingot,33,100,33,wild Variant 90,No Material,900,1000,90,peaceful_green Variant 90,Cuerpo verde,14,100,14,sunny_yellow Variant 90,Material.002,17,100,17,shimmer_turquoise Variant 90,Ojos turquesa,10,100,10,bone Variant 90,Huesos blancos,70,100,70,none Variant 90,No Material,99,100,99
