,gadget Name,gadget Material,gadget Tickets,gadget: Total Tickets,gadget Odds (% chance),card_material Name,card_material Material,card_material Tickets,card_material: Total Tickets,card_material Odds (% chance),card_shield Name,card_shield Material,card_shield Tickets,card_shield: Total Tickets,card_shield Odds (% chance),card_bit Name,card_bit Material,card_bit Tickets,card_bit: Total Tickets,card_bit Odds (% chance),card_drift Name,card_drift Material,card_drift Tickets,card_drift: Total Tickets,card_drift Odds (% chance),card_mana Name,card_mana Material,card_mana Tickets,card_mana: Total Tickets,card_mana Odds (% chance),card_ingot Name,card_ingot Material,card_ingot Tickets,card_ingot: Total Tickets,card_ingot Odds (% chance),dragon_style Name,dragon_style Material,dragon_style Tickets,dragon_style: Total Tickets,dragon_style Odds (% chance),dragon_body Name,dragon_body Material,dragon_body Tickets,dragon_body: Total Tickets,dragon_body Odds (% chance),dragon_wings Name,dragon_wings Material,dragon_wings Tickets,dragon_wings: Total Tickets,dragon_wings Odds (% chance),dragon_eyes Name,dragon_eyes Material,dragon_eyes Tickets,dragon_eyes: Total Tickets,dragon_eyes Odds (% chance),dragon_all_horns Name,dragon_all_horns Material,dragon_all_horns Tickets,dragon_all_horns: Total Tickets,dragon_all_horns Odds (% chance),music Name,music Material,music Tickets,music: Total Tickets,music Odds (% chance)
Variant 45,platinum_token Variant 45,Moneda platino,50,100,50,platinum Variant 45,Platinium Card,50,100,50,amethyst Variant 45,Front Card Purple,25,100,25,576 Variant 45,Bit,50,100,50,60 Variant 45,drift,15,100,15,3 Variant 45,Mana,80,100,80,4 Variant 45,ingot,60,100,60,wild Variant 45,No Material,900,1000,90,earthy_orange Variant 45,Cuerpo amarillo,14,100,14,magic_purple Variant 45,Material.004,17,100,17,wasp_yellow Variant 45,Ojos verde claro,25,100,25,bone Variant 45,Huesos blancos,70,100,70,none Variant 45,No Material,99,100,99
Variant 46,platinum_token Variant 46,Moneda platino,50,100,50,gold Variant 46,Middle Card Black,30,100,30,emerald Variant 46,Front Card Colorful,30,100,30,576 Variant 46,Bit,50,100,50,48 Variant 46,drift,80,100,80,3 Variant 46,Mana,80,100,80,4 Variant 46,ingot,60,100,60,wild Variant 46,No Material,900,1000,90,exotic_turquoise Variant 46,Cuerpo turquesa,14,100,14,party_orange Variant 46,Material.005,17,100,17,hornet_brown Variant 46,Ojos sauron,40,100,40,bone Variant 46,Huesos blancos,70,100,70,none Variant 46,No Material,99,100,99
Variant 47,platinum_token Variant 47,Moneda platino,50,100,50,titanium Variant 47,Titanium Card,20,100,20,kevlar Variant 47,Front Card KEVLAR,15,100,15,720 Variant 47,Bit,30,100,30,60 Variant 47,drift,15,100,15,6 Variant 47,Mana,15,100,15,5 Variant 47,ingot,33,100,33,wild Variant 47,No Material,900,1000,90,tangle_dark Variant 47,Cuerpo negro,14,100,14,sunny_yellow Variant 47,Material.002,17,100,17,firefly_lilac Variant 47,Ojos rosados,20,100,20,bone Variant 47,Huesos blancos,70,100,70,none Variant 47,No Material,99,100,99
Variant 48,titanium_token Variant 48,Material.016,15,100,15,platinum Variant 48,Platinium Card,50,100,50,emerald Variant 48,Front Card Colorful,30,100,30,864 Variant 48,Bit,20,100,20,48 Variant 48,drift,80,100,80,3 Variant 48,Mana,80,100,80,5 Variant 48,ingot,33,100,33,wild Variant 48,No Material,900,1000,90,firing_red Variant 48,Cuerpo rojo,16,100,16,magic_purple Variant 48,Material.004,17,100,17,hornet_brown Variant 48,Ojos sauron,40,100,40,bone Variant 48,Huesos blancos,70,100,70,none Variant 48,No Material,99,100,99
Variant 49,platinum_token Variant 49,Moneda platino,50,100,50,platinum Variant 49,Platinium Card,50,100,50,emerald Variant 49,Front Card Colorful,30,100,30,576 Variant 49,Bit,50,100,50,48 Variant 49,drift,80,100,80,6 Variant 49,Mana,15,100,15,8 Variant 49,ingot,4,100,4,sovereign Variant 49,Gold Crown Sov1.001,75,1000,8,chocolate_brown Variant 49,Cuerpo marrón,14,100,14,sunny_yellow Variant 49,Material.002,17,100,17,shimmer_turquoise Variant 49,Ojos turquesa,10,100,10,bone Variant 49,Huesos blancos,70,100,70,none Variant 49,No Material,99,100,99
Variant 50,gold_token Variant 50,Moneda oro,35,100,35,platinum Variant 50,Platinium Card,50,100,50,prism Variant 50,Front Card Rainbow,10,100,10,576 Variant 50,Bit,50,100,50,48 Variant 50,drift,80,100,80,3 Variant 50,Mana,80,100,80,4 Variant 50,ingot,60,100,60,wild Variant 50,No Material,900,1000,90,earthy_orange Variant 50,Cuerpo amarillo,14,100,14,floyd_pink Variant 50,Alas rosadas,17,100,17,assembly_purple Variant 50,Ojos morados,5,100,5,bone Variant 50,Huesos blancos,70,100,70,none Variant 50,No Material,99,100,99
Variant 51,titanium_token Variant 51,Material.016,15,100,15,gold Variant 51,Middle Card Black,30,100,30,sapphire Variant 51,Front Card NAVY,20,100,20,864 Variant 51,Bit,20,100,20,60 Variant 51,drift,15,100,15,3 Variant 51,Mana,80,100,80,4 Variant 51,ingot,60,100,60,wild Variant 51,No Material,900,1000,90,exotic_turquoise Variant 51,Cuerpo turquesa,14,100,14,ocean_blue Variant 51,Material.001,17,100,17,firefly_lilac Variant 51,Ojos rosados,20,100,20,bone Variant 51,Huesos blancos,70,100,70,none Variant 51,No Material,99,100,99
Variant 52,platinum_token Variant 52,Moneda platino,50,100,50,titanium Variant 52,Titanium Card,20,100,20,emerald Variant 52,Front Card Colorful,30,100,30,576 Variant 52,Bit,50,100,50,72 Variant 52,drift,5,100,5,3 Variant 52,Mana,80,100,80,5 Variant 52,ingot,33,100,33,wild Variant 52,No Material,900,1000,90,firing_red Variant 52,Cuerpo rojo,16,100,16,ocean_blue Variant 52,Material.001,17,100,17,hornet_brown Variant 52,Ojos sauron,40,100,40,bone Variant 52,Huesos blancos,70,100,70,none Variant 52,No Material,99,100,99
Variant 53,gold_token Variant 53,Moneda oro,35,100,35,titanium Variant 53,Titanium Card,20,100,20,amethyst Variant 53,Front Card Purple,25,100,25,864 Variant 53,Bit,20,100,20,72 Variant 53,drift,5,100,5,3 Variant 53,Mana,80,100,80,4 Variant 53,ingot,60,100,60,wild Variant 53,No Material,900,1000,90,mystic_purple Variant 53,Cuerpo Morado,14,100,14,sunny_yellow Variant 53,Material.002,17,100,17,shimmer_turquoise Variant 53,Ojos turquesa,10,100,10,bone Variant 53,Huesos blancos,70,100,70,none Variant 53,No Material,99,100,99
Variant 54,gold_token Variant 54,Moneda oro,35,100,35,platinum Variant 54,Platinium Card,50,100,50,sapphire Variant 54,Front Card NAVY,20,100,20,864 Variant 54,Bit,20,100,20,48 Variant 54,drift,80,100,80,3 Variant 54,Mana,80,100,80,5 Variant 54,ingot,33,100,33,wild Variant 54,No Material,900,1000,90,peaceful_green Variant 54,Cuerpo verde,14,100,14,party_orange Variant 54,Material.005,17,100,17,shimmer_turquoise Variant 54,Ojos turquesa,10,100,10,bone Variant 54,Huesos blancos,70,100,70,none Variant 54,No Material,99,100,99
Variant 55,gold_token Variant 55,Moneda oro,35,100,35,platinum Variant 55,Platinium Card,50,100,50,sapphire Variant 55,Front Card NAVY,20,100,20,576 Variant 55,Bit,50,100,50,48 Variant 55,drift,80,100,80,3 Variant 55,Mana,80,100,80,5 Variant 55,ingot,33,100,33,wild Variant 55,No Material,900,1000,90,tangle_dark Variant 55,Cuerpo negro,14,100,14,grosbeak_green Variant 55,Material.003,5,100,5,hornet_brown Variant 55,Ojos sauron,40,100,40,bone Variant 55,Huesos blancos,70,100,70,none Variant 55,No Material,99,100,99
Variant 56,gold_token Variant 56,Moneda oro,35,100,35,titanium Variant 56,Titanium Card,20,100,20,amethyst Variant 56,Front Card Purple,25,100,25,576 Variant 56,Bit,50,100,50,48 Variant 56,drift,80,100,80,3 Variant 56,Mana,80,100,80,4 Variant 56,ingot,60,100,60,wild Variant 56,No Material,900,1000,90,earthy_orange Variant 56,Cuerpo amarillo,14,100,14,party_orange Variant 56,Material.005,17,100,17,firefly_lilac Variant 56,Ojos rosados,20,100,20,bone Variant 56,Huesos blancos,70,100,70,none Variant 56,No Material,99,100,99
Variant 57,platinum_token Variant 57,Moneda platino,50,100,50,platinum Variant 57,Platinium Card,50,100,50,amethyst Variant 57,Front Card Purple,25,100,25,576 Variant 57,Bit,50,100,50,48 Variant 57,drift,80,100,80,3 Variant 57,Mana,80,100,80,4 Variant 57,ingot,60,100,60,wild Variant 57,No Material,900,1000,90,firing_red Variant 57,Cuerpo rojo,16,100,16,sunny_yellow Variant 57,Material.002,17,100,17,wasp_yellow Variant 57,Ojos verde claro,25,100,25,bone Variant 57,Huesos blancos,70,100,70,none Variant 57,No Material,99,100,99
Variant 58,gold_token Variant 58,Moneda oro,35,100,35,gold Variant 58,Middle Card Black,30,100,30,sapphire Variant 58,Front Card NAVY,20,100,20,720 Variant 58,Bit,30,100,30,48 Variant 58,drift,80,100,80,3 Variant 58,Mana,80,100,80,4 Variant 58,ingot,60,100,60,wild Variant 58,No Material,900,1000,90,earthy_orange Variant 58,Cuerpo amarillo,14,100,14,magic_purple Variant 58,Material.004,17,100,17,firefly_lilac Variant 58,Ojos rosados,20,100,20,bone Variant 58,Huesos blancos,70,100,70,none Variant 58,No Material,99,100,99
Variant 59,platinum_token Variant 59,Moneda platino,50,100,50,platinum Variant 59,Platinium Card,50,100,50,emerald Variant 59,Front Card Colorful,30,100,30,720 Variant 59,Bit,30,100,30,48 Variant 59,drift,80,100,80,3 Variant 59,Mana,80,100,80,4 Variant 59,ingot,60,100,60,sovereign Variant 59,Gold Crown Sov1.001,75,1000,8,firing_red Variant 59,Cuerpo rojo,16,100,16,ocean_blue Variant 59,Material.001,17,100,17,firefly_lilac Variant 59,Ojos rosados,20,100,20,bone Variant 59,Huesos blancos,70,100,70,none Variant 59,No Material,99,100,99
Variant 60,platinum_token Variant 60,Moneda platino,50,100,50,platinum Variant 60,Platinium Card,50,100,50,amethyst Variant 60,Front Card Purple,25,100,25,720 Variant 60,Bit,30,100,30,60 Variant 60,drift,15,100,15,3 Variant 60,Mana,80,100,80,4 Variant 60,ingot,60,100,60,wild Variant 60,No Material,900,1000,90,earthy_orange Variant 60,Cuerpo amarillo,14,100,14,lemon_green Variant 60,Alas verdes,10,100,10,assembly_purple Variant 60,Ojos morados,5,100,5,bone Variant 60,Huesos blancos,70,100,70,none Variant 60,No Material,99,100,99
Variant 61,gold_token Variant 61,Moneda oro,35,100,35,titanium Variant 61,Titanium Card,20,100,20,kevlar Variant 61,Front Card KEVLAR,15,100,15,720 Variant 61,Bit,30,100,30,48 Variant 61,drift,80,100,80,3 Variant 61,Mana,80,100,80,5 Variant 61,ingot,33,100,33,wild Variant 61,No Material,900,1000,90,earthy_orange Variant 61,Cuerpo amarillo,14,100,14,ocean_blue Variant 61,Material.001,17,100,17,shimmer_turquoise Variant 61,Ojos turquesa,10,100,10,golden Variant 61,Puas oro,25,100,25,none Variant 61,No Material,99,100,99
Variant 62,gold_token Variant 62,Moneda oro,35,100,35,platinum Variant 62,Platinium Card,50,100,50,amethyst Variant 62,Front Card Purple,25,100,25,720 Variant 62,Bit,30,100,30,48 Variant 62,drift,80,100,80,3 Variant 62,Mana,80,100,80,4 Variant 62,ingot,60,100,60,pirate Variant 62,Parche,25,1000,2,firing_red Variant 62,Cuerpo rojo,16,100,16,lemon_green Variant 62,Alas verdes,10,100,10,wasp_yellow Variant 62,Ojos verde claro,25,100,25,golden Variant 62,Puas oro,25,100,25,none Variant 62,No Material,99,100,99
Variant 63,platinum_token Variant 63,Moneda platino,50,100,50,platinum Variant 63,Platinium Card,50,100,50,emerald Variant 63,Front Card Colorful,30,100,30,576 Variant 63,Bit,50,100,50,60 Variant 63,drift,15,100,15,3 Variant 63,Mana,80,100,80,4 Variant 63,ingot,60,100,60,wild Variant 63,No Material,900,1000,90,peaceful_green Variant 63,Cuerpo verde,14,100,14,magic_purple Variant 63,Material.004,17,100,17,firefly_lilac Variant 63,Ojos rosados,20,100,20,bone Variant 63,Huesos blancos,70,100,70,none Variant 63,No Material,99,100,99
Variant 64,gold_token Variant 64,Moneda oro,35,100,35,gold Variant 64,Middle Card Black,30,100,30,amethyst Variant 64,Front Card Purple,25,100,25,720 Variant 64,Bit,30,100,30,48 Variant 64,drift,80,100,80,3 Variant 64,Mana,80,100,80,10 Variant 64,ingot,2,100,2,wild Variant 64,No Material,900,1000,90,mystic_purple Variant 64,Cuerpo Morado,14,100,14,sunny_yellow Variant 64,Material.002,17,100,17,firefly_lilac Variant 64,Ojos rosados,20,100,20,golden Variant 64,Puas oro,25,100,25,none Variant 64,No Material,99,100,99
Variant 65,gold_token Variant 65,Moneda oro,35,100,35,platinum Variant 65,Platinium Card,50,100,50,emerald Variant 65,Front Card Colorful,30,100,30,576 Variant 65,Bit,50,100,50,48 Variant 65,drift,80,100,80,3 Variant 65,Mana,80,100,80,4 Variant 65,ingot,60,100,60,wild Variant 65,No Material,900,1000,90,exotic_turquoise Variant 65,Cuerpo turquesa,14,100,14,magic_purple Variant 65,Material.004,17,100,17,wasp_yellow Variant 65,Ojos verde claro,25,100,25,bone Variant 65,Huesos blancos,70,100,70,none Variant 65,No Material,99,100,99
Variant 66,platinum_token Variant 66,Moneda platino,50,100,50,gold Variant 66,Middle Card Black,30,100,30,emerald Variant 66,Front Card Colorful,30,100,30,576 Variant 66,Bit,50,100,50,48 Variant 66,drift,80,100,80,3 Variant 66,Mana,80,100,80,4 Variant 66,ingot,60,100,60,wild Variant 66,No Material,900,1000,90,peaceful_green Variant 66,Cuerpo verde,14,100,14,grosbeak_green Variant 66,Material.003,5,100,5,firefly_lilac Variant 66,Ojos rosados,20,100,20,bone Variant 66,Huesos blancos,70,100,70,none Variant 66,No Material,99,100,99
Variant 67,titanium_token Variant 67,Material.016,15,100,15,gold Variant 67,Middle Card Black,30,100,30,sapphire Variant 67,Front Card NAVY,20,100,20,576 Variant 67,Bit,50,100,50,48 Variant 67,drift,80,100,80,3 Variant 67,Mana,80,100,80,4 Variant 67,ingot,60,100,60,wild Variant 67,No Material,900,1000,90,earthy_orange Variant 67,Cuerpo amarillo,14,100,14,sunny_yellow Variant 67,Material.002,17,100,17,firefly_lilac Variant 67,Ojos rosados,20,100,20,bone Variant 67,Huesos blancos,70,100,70,none Variant 67,No Material,99,100,99
Variant 68,platinum_token Variant 68,Moneda platino,50,100,50,platinum Variant 68,Platinium Card,50,100,50,kevlar Variant 68,Front Card KEVLAR,15,100,15,576 Variant 68,Bit,50,100,50,48 Variant 68,drift,80,100,80,3 Variant 68,Mana,80,100,80,4 Variant 68,ingot,60,100,60,wild Variant 68,No Material,900,1000,90,tangle_dark Variant 68,Cuerpo negro,14,100,14,ocean_blue Variant 68,Material.001,17,100,17,hornet_brown Variant 68,Ojos sauron,40,100,40,bone Variant 68,Huesos blancos,70,100,70,none Variant 68,No Material,99,100,99
Variant 69,titanium_token Variant 69,Material.016,15,100,15,titanium Variant 69,Titanium Card,20,100,20,emerald Variant 69,Front Card Colorful,30,100,30,720 Variant 69,Bit,30,100,30,48 Variant 69,drift,80,100,80,3 Variant 69,Mana,80,100,80,4 Variant 69,ingot,60,100,60,wild Variant 69,No Material,900,1000,90,mystic_purple Variant 69,Cuerpo Morado,14,100,14,ocean_blue Variant 69,Material.001,17,100,17,firefly_lilac Variant 69,Ojos rosados,20,100,20,bone Variant 69,Huesos blancos,70,100,70,none Variant 69,No Material,99,100,99
Variant 70,gold_token Variant 70,Moneda oro,35,100,35,platinum Variant 70,Platinium Card,50,100,50,amethyst Variant 70,Front Card Purple,25,100,25,864 Variant 70,Bit,20,100,20,72 Variant 70,drift,5,100,5,3 Variant 70,Mana,80,100,80,5 Variant 70,ingot,33,100,33,wild Variant 70,No Material,900,1000,90,firing_red Variant 70,Cuerpo rojo,16,100,16,party_orange Variant 70,Material.005,17,100,17,wasp_yellow Variant 70,Ojos verde claro,25,100,25,bone Variant 70,Huesos blancos,70,100,70,none Variant 70,No Material,99,100,99
Variant 71,titanium_token Variant 71,Material.016,15,100,15,titanium Variant 71,Titanium Card,20,100,20,amethyst Variant 71,Front Card Purple,25,100,25,720 Variant 71,Bit,30,100,30,60 Variant 71,drift,15,100,15,6 Variant 71,Mana,15,100,15,5 Variant 71,ingot,33,100,33,wild Variant 71,No Material,900,1000,90,mystic_purple Variant 71,Cuerpo Morado,14,100,14,sunny_yellow Variant 71,Material.002,17,100,17,assembly_purple Variant 71,Ojos morados,5,100,5,bone Variant 71,Huesos blancos,70,100,70,none Variant 71,No Material,99,100,99
Variant 72,platinum_token Variant 72,Moneda platino,50,100,50,gold Variant 72,Middle Card Black,30,100,30,kevlar Variant 72,Front Card KEVLAR,15,100,15,720 Variant 72,Bit,30,100,30,72 Variant 72,drift,5,100,5,3 Variant 72,Mana,80,100,80,4 Variant 72,ingot,60,100,60,wild Variant 72,No Material,900,1000,90,tangle_dark Variant 72,Cuerpo negro,14,100,14,sunny_yellow Variant 72,Material.002,17,100,17,hornet_brown Variant 72,Ojos sauron,40,100,40,bone Variant 72,Huesos blancos,70,100,70,none Variant 72,No Material,99,100,99
Variant 73,platinum_token Variant 73,Moneda platino,50,100,50,platinum Variant 73,Platinium Card,50,100,50,sapphire Variant 73,Front Card NAVY,20,100,20,576 Variant 73,Bit,50,100,50,60 Variant 73,drift,15,100,15,3 Variant 73,Mana,80,100,80,5 Variant 73,ingot,33,100,33,sovereign Variant 73,Gold Crown Sov1.001,75,1000,8,peaceful_green Variant 73,Cuerpo verde,14,100,14,sunny_yellow Variant 73,Material.002,17,100,17,wasp_yellow Variant 73,Ojos verde claro,25,100,25,bone Variant 73,Huesos blancos,70,100,70,none Variant 73,No Material,99,100,99
Variant 74,platinum_token Variant 74,Moneda platino,50,100,50,platinum Variant 74,Platinium Card,50,100,50,amethyst Variant 74,Front Card Purple,25,100,25,576 Variant 74,Bit,50,100,50,48 Variant 74,drift,80,100,80,3 Variant 74,Mana,80,100,80,5 Variant 74,ingot,33,100,33,wild Variant 74,No Material,900,1000,90,chocolate_brown Variant 74,Cuerpo marrón,14,100,14,party_orange Variant 74,Material.005,17,100,17,hornet_brown Variant 74,Ojos sauron,40,100,40,golden Variant 74,Puas oro,25,100,25,none Variant 74,No Material,99,100,99
Variant 75,platinum_token Variant 75,Moneda platino,50,100,50,platinum Variant 75,Platinium Card,50,100,50,emerald Variant 75,Front Card Colorful,30,100,30,864 Variant 75,Bit,20,100,20,48 Variant 75,drift,80,100,80,3 Variant 75,Mana,80,100,80,4 Variant 75,ingot,60,100,60,wild Variant 75,No Material,900,1000,90,earthy_orange Variant 75,Cuerpo amarillo,14,100,14,sunny_yellow Variant 75,Material.002,17,100,17,hornet_brown Variant 75,Ojos sauron,40,100,40,bone Variant 75,Huesos blancos,70,100,70,none Variant 75,No Material,99,100,99
Variant 76,platinum_token Variant 76,Moneda platino,50,100,50,titanium Variant 76,Titanium Card,20,100,20,prism Variant 76,Front Card Rainbow,10,100,10,576 Variant 76,Bit,50,100,50,48 Variant 76,drift,80,100,80,3 Variant 76,Mana,80,100,80,5 Variant 76,ingot,33,100,33,wild Variant 76,No Material,900,1000,90,peaceful_green Variant 76,Cuerpo verde,14,100,14,sunny_yellow Variant 76,Material.002,17,100,17,hornet_brown Variant 76,Ojos sauron,40,100,40,bone Variant 76,Huesos blancos,70,100,70,none Variant 76,No Material,99,100,99
Variant 77,titanium_token Variant 77,Material.016,15,100,15,platinum Variant 77,Platinium Card,50,100,50,emerald Variant 77,Front Card Colorful,30,100,30,576 Variant 77,Bit,50,100,50,48 Variant 77,drift,80,100,80,3 Variant 77,Mana,80,100,80,8 Variant 77,ingot,4,100,4,wild Variant 77,No Material,900,1000,90,earthy_orange Variant 77,Cuerpo amarillo,14,100,14,ocean_blue Variant 77,Material.001,17,100,17,hornet_brown Variant 77,Ojos sauron,40,100,40,bone Variant 77,Huesos blancos,70,100,70,none Variant 77,No Material,99,100,99
Variant 78,titanium_token Variant 78,Material.016,15,100,15,titanium Variant 78,Titanium Card,20,100,20,kevlar Variant 78,Front Card KEVLAR,15,100,15,720 Variant 78,Bit,30,100,30,60 Variant 78,drift,15,100,15,3 Variant 78,Mana,80,100,80,4 Variant 78,ingot,60,100,60,wild Variant 78,No Material,900,1000,90,mystic_purple Variant 78,Cuerpo Morado,14,100,14,ocean_blue Variant 78,Material.001,17,100,17,shimmer_turquoise Variant 78,Ojos turquesa,10,100,10,bone Variant 78,Huesos blancos,70,100,70,none Variant 78,No Material,99,100,99
Variant 79,platinum_token Variant 79,Moneda platino,50,100,50,gold Variant 79,Middle Card Black,30,100,30,kevlar Variant 79,Front Card KEVLAR,15,100,15,720 Variant 79,Bit,30,100,30,48 Variant 79,drift,80,100,80,3 Variant 79,Mana,80,100,80,5 Variant 79,ingot,33,100,33,wild Variant 79,No Material,900,1000,90,tangle_dark Variant 79,Cuerpo negro,14,100,14,party_orange Variant 79,Material.005,17,100,17,firefly_lilac Variant 79,Ojos rosados,20,100,20,bone Variant 79,Huesos blancos,70,100,70,none Variant 79,No Material,99,100,99
Variant 80,platinum_token Variant 80,Moneda platino,50,100,50,titanium Variant 80,Titanium Card,20,100,20,kevlar Variant 80,Front Card KEVLAR,15,100,15,864 Variant 80,Bit,20,100,20,48 Variant 80,drift,80,100,80,6 Variant 80,Mana,15,100,15,4 Variant 80,ingot,60,100,60,wild Variant 80,No Material,900,1000,90,firing_red Variant 80,Cuerpo rojo,16,100,16,grosbeak_green Variant 80,Material.003,5,100,5,wasp_yellow Variant 80,Ojos verde claro,25,100,25,bone Variant 80,Huesos blancos,70,100,70,none Variant 80,No Material,99,100,99
Variant 81,platinum_token Variant 81,Moneda platino,50,100,50,platinum Variant 81,Platinium Card,50,100,50,amethyst Variant 81,Front Card Purple,25,100,25,576 Variant 81,Bit,50,100,50,48 Variant 81,drift,80,100,80,3 Variant 81,Mana,80,100,80,4 Variant 81,ingot,60,100,60,wild Variant 81,No Material,900,1000,90,chocolate_brown Variant 81,Cuerpo marrón,14,100,14,magic_purple Variant 81,Material.004,17,100,17,hornet_brown Variant 81,Ojos sauron,40,100,40,bone Variant 81,Huesos blancos,70,100,70,none Variant 81,No Material,99,100,99
Variant 82,platinum_token Variant 82,Moneda platino,50,100,50,gold Variant 82,Middle Card Black,30,100,30,amethyst Variant 82,Front Card Purple,25,100,25,864 Variant 82,Bit,20,100,20,48 Variant 82,drift,80,100,80,3 Variant 82,Mana,80,100,80,5 Variant 82,ingot,33,100,33,wild Variant 82,No Material,900,1000,90,tangle_dark Variant 82,Cuerpo negro,14,100,14,party_orange Variant 82,Material.005,17,100,17,hornet_brown Variant 82,Ojos sauron,40,100,40,bone Variant 82,Huesos blancos,70,100,70,none Variant 82,No Material,99,100,99
Variant 83,gold_token Variant 83,Moneda oro,35,100,35,gold Variant 83,Middle Card Black,30,100,30,amethyst Variant 83,Front Card Purple,25,100,25,576 Variant 83,Bit,50,100,50,48 Variant 83,drift,80,100,80,6 Variant 83,Mana,15,100,15,4 Variant 83,ingot,60,100,60,sovereign Variant 83,Gold Crown Sov1.001,75,1000,8,tangle_dark Variant 83,Cuerpo negro,14,100,14,grosbeak_green Variant 83,Material.003,5,100,5,firefly_lilac Variant 83,Ojos rosados,20,100,20,rainbow Variant 83,Cuernos arcoiris,5,100,5,none Variant 83,No Material,99,100,99
Variant 84,platinum_token Variant 84,Moneda platino,50,100,50,platinum Variant 84,Platinium Card,50,100,50,sapphire Variant 84,Front Card NAVY,20,100,20,576 Variant 84,Bit,50,100,50,48 Variant 84,drift,80,100,80,3 Variant 84,Mana,80,100,80,4 Variant 84,ingot,60,100,60,wild Variant 84,No Material,900,1000,90,mystic_purple Variant 84,Cuerpo Morado,14,100,14,lemon_green Variant 84,Alas verdes,10,100,10,firefly_lilac Variant 84,Ojos rosados,20,100,20,golden Variant 84,Puas oro,25,100,25,none Variant 84,No Material,99,100,99
Variant 85,platinum_token Variant 85,Moneda platino,50,100,50,platinum Variant 85,Platinium Card,50,100,50,amethyst Variant 85,Front Card Purple,25,100,25,576 Variant 85,Bit,50,100,50,48 Variant 85,drift,80,100,80,3 Variant 85,Mana,80,100,80,4 Variant 85,ingot,60,100,60,wild Variant 85,No Material,900,1000,90,earthy_orange Variant 85,Cuerpo amarillo,14,100,14,ocean_blue Variant 85,Material.001,17,100,17,hornet_brown Variant 85,Ojos sauron,40,100,40,bone Variant 85,Huesos blancos,70,100,70,none Variant 85,No Material,99,100,99
Variant 86,gold_token Variant 86,Moneda oro,35,100,35,gold Variant 86,Middle Card Black,30,100,30,emerald Variant 86,Front Card Colorful,30,100,30,576 Variant 86,Bit,50,100,50,48 Variant 86,drift,80,100,80,3 Variant 86,Mana,80,100,80,4 Variant 86,ingot,60,100,60,wild Variant 86,No Material,900,1000,90,earthy_orange Variant 86,Cuerpo amarillo,14,100,14,sunny_yellow Variant 86,Material.002,17,100,17,shimmer_turquoise Variant 86,Ojos turquesa,10,100,10,bone Variant 86,Huesos blancos,70,100,70,none Variant 86,No Material,99,100,99
Variant 87,platinum_token Variant 87,Moneda platino,50,100,50,platinum Variant 87,Platinium Card,50,100,50,prism Variant 87,Front Card Rainbow,10,100,10,576 Variant 87,Bit,50,100,50,60 Variant 87,drift,15,100,15,3 Variant 87,Mana,80,100,80,4 Variant 87,ingot,60,100,60,wild Variant 87,No Material,900,1000,90,firing_red Variant 87,Cuerpo rojo,16,100,16,floyd_pink Variant 87,Alas rosadas,17,100,17,hornet_brown Variant 87,Ojos sauron,40,100,40,golden Variant 87,Puas oro,25,100,25,none Variant 87,No Material,99,100,99
Variant 88,platinum_token Variant 88,Moneda platino,50,100,50,platinum Variant 88,Platinium Card,50,100,50,sapphire Variant 88,Front Card NAVY,20,100,20,864 Variant 88,Bit,20,100,20,72 Variant 88,drift,5,100,5,9 Variant 88,Mana,5,100,5,4 Variant 88,ingot,60,100,60,wild Variant 88,No Material,900,1000,90,firing_red Variant 88,Cuerpo rojo,16,100,16,ocean_blue Variant 88,Material.001,17,100,17,wasp_yellow Variant 88,Ojos verde claro,25,100,25,golden Variant 88,Puas oro,25,100,25,none Variant 88,No Material,99,100,99
Variant 89,platinum_token Variant 89,Moneda platino,50,100,50,titanium Variant 89,Titanium Card,20,100,20,kevlar Variant 89,Front Card KEVLAR,15,100,15,576 Variant 89,Bit,50,100,50,48 Variant 89,drift,80,100,80,3 Variant 89,Mana,80,100,80,5 Variant 89,ingot,33,100,33,wild Variant 89,No Material,900,1000,90,exotic_turquoise Variant 89,Cuerpo turquesa,14,100,14,ocean_blue Variant 89,Material.001,17,100,17,hornet_brown Variant 89,Ojos sauron,40,100,40,rainbow Variant 89,Cuernos arcoiris,5,100,5,tangle_dragons Variant 89,No Material,1,100,1
Variant 90,platinum_token Variant 90,Moneda platino,50,100,50,platinum Variant 90,Platinium Card,50,100,50,emerald Variant 90,Front Card Colorful,30,100,30,576 Variant 90,Bit,50,100,50,48 Variant 90,drift,80,100,80,3 Variant 90,Mana,80,100,80,5 Variant 90,ingot,33,100,33,sovereign Variant 90,Gold Crown Sov1.001,75,1000,8,earthy_orange Variant 90,Cuerpo amarillo,14,100,14,party_orange Variant 90,Material.005,17,100,17,firefly_lilac Variant 90,Ojos rosados,20,100,20,bone Variant 90,Huesos blancos,70,100,70,none Variant 90,No Material,99,100,99
