,gadget Name,gadget Material,gadget Tickets,gadget: Total Tickets,gadget Odds (% chance),card_material Name,card_material Material,card_material Tickets,card_material: Total Tickets,card_material Odds (% chance),card_shield Name,card_shield Material,card_shield Tickets,card_shield: Total Tickets,card_shield Odds (% chance),card_bit Name,card_bit Material,card_bit Tickets,card_bit: Total Tickets,card_bit Odds (% chance),card_drift Name,card_drift Material,card_drift Tickets,card_drift: Total Tickets,card_drift Odds (% chance),card_mana Name,card_mana Material,card_mana Tickets,card_mana: Total Tickets,card_mana Odds (% chance),card_ingot Name,card_ingot Material,card_ingot Tickets,card_ingot: Total Tickets,card_ingot Odds (% chance),dragon_style Name,dragon_style Material,dragon_style Tickets,dragon_style: Total Tickets,dragon_style Odds (% chance),dragon_body Name,dragon_body Material,dragon_body Tickets,dragon_body: Total Tickets,dragon_body Odds (% chance),dragon_wings Name,dragon_wings Material,dragon_wings Tickets,dragon_wings: Total Tickets,dragon_wings Odds (% chance),dragon_eyes Name,dragon_eyes Material,dragon_eyes Tickets,dragon_eyes: Total Tickets,dragon_eyes Odds (% chance),dragon_all_horns Name,dragon_all_horns Material,dragon_all_horns Tickets,dragon_all_horns: Total Tickets,dragon_all_horns Odds (% chance),music Name,music Material,music Tickets,music: Total Tickets,music Odds (% chance)
Variant 45,platinum_token Variant 45,Moneda platino,50,100,50,titanium Variant 45,Titanium Card,20,100,20,sapphire Variant 45,Front Card NAVY,20,100,20,720 Variant 45,Bit,30,100,30,48 Variant 45,drift,80,100,80,3 Variant 45,Mana,80,100,80,5 Variant 45,ingot,33,100,33,wild Variant 45,No Material,900,1000,90,earthy_orange Variant 45,Cuerpo amarillo,14,100,14,floyd_pink Variant 45,Alas rosadas,17,100,17,wasp_yellow Variant 45,Ojos verde claro,25,100,25,bone Variant 45,Huesos blancos,70,100,70,none Variant 45,No Material,99,100,99
Variant 46,gold_token Variant 46,Moneda oro,35,100,35,gold Variant 46,Middle Card Black,30,100,30,emerald Variant 46,Front Card Colorful,30,100,30,720 Variant 46,Bit,30,100,30,48 Variant 46,drift,80,100,80,3 Variant 46,Mana,80,100,80,5 Variant 46,ingot,33,100,33,wild Variant 46,No Material,900,1000,90,chocolate_brown Variant 46,Cuerpo marrón,14,100,14,floyd_pink Variant 46,Alas rosadas,17,100,17,hornet_brown Variant 46,Ojos sauron,40,100,40,golden Variant 46,Puas oro,25,100,25,none Variant 46,No Material,99,100,99
Variant 47,titanium_token Variant 47,Material.016,15,100,15,titanium Variant 47,Titanium Card,20,100,20,emerald Variant 47,Front Card Colorful,30,100,30,576 Variant 47,Bit,50,100,50,48 Variant 47,drift,80,100,80,3 Variant 47,Mana,80,100,80,5 Variant 47,ingot,33,100,33,wild Variant 47,No Material,900,1000,90,firing_red Variant 47,Cuerpo rojo,16,100,16,sunny_yellow Variant 47,Material.002,17,100,17,wasp_yellow Variant 47,Ojos verde claro,25,100,25,bone Variant 47,Huesos blancos,70,100,70,none Variant 47,No Material,99,100,99
Variant 48,platinum_token Variant 48,Moneda platino,50,100,50,platinum Variant 48,Platinium Card,50,100,50,amethyst Variant 48,Front Card Purple,25,100,25,720 Variant 48,Bit,30,100,30,48 Variant 48,drift,80,100,80,6 Variant 48,Mana,15,100,15,4 Variant 48,ingot,60,100,60,wild Variant 48,No Material,900,1000,90,mystic_purple Variant 48,Cuerpo Morado,14,100,14,party_orange Variant 48,Material.005,17,100,17,assembly_purple Variant 48,Ojos morados,5,100,5,bone Variant 48,Huesos blancos,70,100,70,none Variant 48,No Material,99,100,99
Variant 49,platinum_token Variant 49,Moneda platino,50,100,50,platinum Variant 49,Platinium Card,50,100,50,emerald Variant 49,Front Card Colorful,30,100,30,576 Variant 49,Bit,50,100,50,48 Variant 49,drift,80,100,80,3 Variant 49,Mana,80,100,80,4 Variant 49,ingot,60,100,60,wild Variant 49,No Material,900,1000,90,chocolate_brown Variant 49,Cuerpo marrón,14,100,14,ocean_blue Variant 49,Material.001,17,100,17,firefly_lilac Variant 49,Ojos rosados,20,100,20,bone Variant 49,Huesos blancos,70,100,70,none Variant 49,No Material,99,100,99
Variant 50,platinum_token Variant 50,Moneda platino,50,100,50,titanium Variant 50,Titanium Card,20,100,20,amethyst Variant 50,Front Card Purple,25,100,25,864 Variant 50,Bit,20,100,20,48 Variant 50,drift,80,100,80,3 Variant 50,Mana,80,100,80,4 Variant 50,ingot,60,100,60,wild Variant 50,No Material,900,1000,90,peaceful_green Variant 50,Cuerpo verde,14,100,14,sunny_yellow Variant 50,Material.002,17,100,17,firefly_lilac Variant 50,Ojos rosados,20,100,20,bone Variant 50,Huesos blancos,70,100,70,none Variant 50,No Material,99,100,99
Variant 51,platinum_token Variant 51,Moneda platino,50,100,50,gold Variant 51,Middle Card Black,30,100,30,amethyst Variant 51,Front Card Purple,25,100,25,864 Variant 51,Bit,20,100,20,48 Variant 51,drift,80,100,80,3 Variant 51,Mana,80,100,80,5 Variant 51,ingot,33,100,33,wild Variant 51,No Material,900,1000,90,chocolate_brown Variant 51,Cuerpo marrón,14,100,14,magic_purple Variant 51,Material.004,17,100,17,wasp_yellow Variant 51,Ojos verde claro,25,100,25,bone Variant 51,Huesos blancos,70,100,70,none Variant 51,No Material,99,100,99
Variant 52,platinum_token Variant 52,Moneda platino,50,100,50,gold Variant 52,Middle Card Black,30,100,30,prism Variant 52,Front Card Rainbow,10,100,10,576 Variant 52,Bit,50,100,50,60 Variant 52,drift,15,100,15,3 Variant 52,Mana,80,100,80,4 Variant 52,ingot,60,100,60,wild Variant 52,No Material,900,1000,90,mystic_purple Variant 52,Cuerpo Morado,14,100,14,lemon_green Variant 52,Alas verdes,10,100,10,firefly_lilac Variant 52,Ojos rosados,20,100,20,golden Variant 52,Puas oro,25,100,25,none Variant 52,No Material,99,100,99
Variant 53,platinum_token Variant 53,Moneda platino,50,100,50,gold Variant 53,Middle Card Black,30,100,30,prism Variant 53,Front Card Rainbow,10,100,10,576 Variant 53,Bit,50,100,50,60 Variant 53,drift,15,100,15,3 Variant 53,Mana,80,100,80,8 Variant 53,ingot,4,100,4,wild Variant 53,No Material,900,1000,90,firing_red Variant 53,Cuerpo rojo,16,100,16,grosbeak_green Variant 53,Material.003,5,100,5,hornet_brown Variant 53,Ojos sauron,40,100,40,golden Variant 53,Puas oro,25,100,25,none Variant 53,No Material,99,100,99
Variant 54,platinum_token Variant 54,Moneda platino,50,100,50,platinum Variant 54,Platinium Card,50,100,50,sapphire Variant 54,Front Card NAVY,20,100,20,576 Variant 54,Bit,50,100,50,48 Variant 54,drift,80,100,80,3 Variant 54,Mana,80,100,80,5 Variant 54,ingot,33,100,33,wild Variant 54,No Material,900,1000,90,firing_red Variant 54,Cuerpo rojo,16,100,16,magic_purple Variant 54,Material.004,17,100,17,shimmer_turquoise Variant 54,Ojos turquesa,10,100,10,golden Variant 54,Puas oro,25,100,25,none Variant 54,No Material,99,100,99
Variant 55,platinum_token Variant 55,Moneda platino,50,100,50,gold Variant 55,Middle Card Black,30,100,30,kevlar Variant 55,Front Card KEVLAR,15,100,15,720 Variant 55,Bit,30,100,30,48 Variant 55,drift,80,100,80,3 Variant 55,Mana,80,100,80,4 Variant 55,ingot,60,100,60,wild Variant 55,No Material,900,1000,90,peaceful_green Variant 55,Cuerpo verde,14,100,14,sunny_yellow Variant 55,Material.002,17,100,17,firefly_lilac Variant 55,Ojos rosados,20,100,20,bone Variant 55,Huesos blancos,70,100,70,none Variant 55,No Material,99,100,99
Variant 56,titanium_token Variant 56,Material.016,15,100,15,platinum Variant 56,Platinium Card,50,100,50,sapphire Variant 56,Front Card NAVY,20,100,20,864 Variant 56,Bit,20,100,20,48 Variant 56,drift,80,100,80,3 Variant 56,Mana,80,100,80,5 Variant 56,ingot,33,100,33,wild Variant 56,No Material,900,1000,90,mystic_purple Variant 56,Cuerpo Morado,14,100,14,grosbeak_green Variant 56,Material.003,5,100,5,hornet_brown Variant 56,Ojos sauron,40,100,40,bone Variant 56,Huesos blancos,70,100,70,none Variant 56,No Material,99,100,99
Variant 57,gold_token Variant 57,Moneda oro,35,100,35,platinum Variant 57,Platinium Card,50,100,50,prism Variant 57,Front Card Rainbow,10,100,10,720 Variant 57,Bit,30,100,30,48 Variant 57,drift,80,100,80,6 Variant 57,Mana,15,100,15,4 Variant 57,ingot,60,100,60,wild Variant 57,No Material,900,1000,90,exotic_turquoise Variant 57,Cuerpo turquesa,14,100,14,magic_purple Variant 57,Material.004,17,100,17,hornet_brown Variant 57,Ojos sauron,40,100,40,bone Variant 57,Huesos blancos,70,100,70,none Variant 57,No Material,99,100,99
Variant 58,platinum_token Variant 58,Moneda platino,50,100,50,titanium Variant 58,Titanium Card,20,100,20,prism Variant 58,Front Card Rainbow,10,100,10,576 Variant 58,Bit,50,100,50,48 Variant 58,drift,80,100,80,3 Variant 58,Mana,80,100,80,5 Variant 58,ingot,33,100,33,sovereign Variant 58,Gold Crown Sov1.001,75,1000,8,earthy_orange Variant 58,Cuerpo amarillo,14,100,14,lemon_green Variant 58,Alas verdes,10,100,10,assembly_purple Variant 58,Ojos morados,5,100,5,golden Variant 58,Puas oro,25,100,25,none Variant 58,No Material,99,100,99
Variant 59,gold_token Variant 59,Moneda oro,35,100,35,platinum Variant 59,Platinium Card,50,100,50,kevlar Variant 59,Front Card KEVLAR,15,100,15,720 Variant 59,Bit,30,100,30,48 Variant 59,drift,80,100,80,3 Variant 59,Mana,80,100,80,5 Variant 59,ingot,33,100,33,wild Variant 59,No Material,900,1000,90,tangle_dark Variant 59,Cuerpo negro,14,100,14,magic_purple Variant 59,Material.004,17,100,17,wasp_yellow Variant 59,Ojos verde claro,25,100,25,bone Variant 59,Huesos blancos,70,100,70,none Variant 59,No Material,99,100,99
Variant 60,platinum_token Variant 60,Moneda platino,50,100,50,gold Variant 60,Middle Card Black,30,100,30,emerald Variant 60,Front Card Colorful,30,100,30,576 Variant 60,Bit,50,100,50,48 Variant 60,drift,80,100,80,3 Variant 60,Mana,80,100,80,5 Variant 60,ingot,33,100,33,wild Variant 60,No Material,900,1000,90,exotic_turquoise Variant 60,Cuerpo turquesa,14,100,14,floyd_pink Variant 60,Alas rosadas,17,100,17,hornet_brown Variant 60,Ojos sauron,40,100,40,bone Variant 60,Huesos blancos,70,100,70,none Variant 60,No Material,99,100,99
Variant 61,platinum_token Variant 61,Moneda platino,50,100,50,platinum Variant 61,Platinium Card,50,100,50,kevlar Variant 61,Front Card KEVLAR,15,100,15,720 Variant 61,Bit,30,100,30,60 Variant 61,drift,15,100,15,9 Variant 61,Mana,5,100,5,4 Variant 61,ingot,60,100,60,wild Variant 61,No Material,900,1000,90,exotic_turquoise Variant 61,Cuerpo turquesa,14,100,14,magic_purple Variant 61,Material.004,17,100,17,wasp_yellow Variant 61,Ojos verde claro,25,100,25,bone Variant 61,Huesos blancos,70,100,70,none Variant 61,No Material,99,100,99
Variant 62,gold_token Variant 62,Moneda oro,35,100,35,platinum Variant 62,Platinium Card,50,100,50,kevlar Variant 62,Front Card KEVLAR,15,100,15,576 Variant 62,Bit,50,100,50,60 Variant 62,drift,15,100,15,3 Variant 62,Mana,80,100,80,4 Variant 62,ingot,60,100,60,wild Variant 62,No Material,900,1000,90,mystic_purple Variant 62,Cuerpo Morado,14,100,14,sunny_yellow Variant 62,Material.002,17,100,17,hornet_brown Variant 62,Ojos sauron,40,100,40,bone Variant 62,Huesos blancos,70,100,70,none Variant 62,No Material,99,100,99
Variant 63,platinum_token Variant 63,Moneda platino,50,100,50,platinum Variant 63,Platinium Card,50,100,50,amethyst Variant 63,Front Card Purple,25,100,25,576 Variant 63,Bit,50,100,50,48 Variant 63,drift,80,100,80,3 Variant 63,Mana,80,100,80,4 Variant 63,ingot,60,100,60,wild Variant 63,No Material,900,1000,90,earthy_orange Variant 63,Cuerpo amarillo,14,100,14,party_orange Variant 63,Material.005,17,100,17,firefly_lilac Variant 63,Ojos rosados,20,100,20,bone Variant 63,Huesos blancos,70,100,70,none Variant 63,No Material,99,100,99
Variant 64,gold_token Variant 64,Moneda oro,35,100,35,titanium Variant 64,Titanium Card,20,100,20,amethyst Variant 64,Front Card Purple,25,100,25,576 Variant 64,Bit,50,100,50,48 Variant 64,drift,80,100,80,9 Variant 64,Mana,5,100,5,5 Variant 64,ingot,33,100,33,wild Variant 64,No Material,900,1000,90,chocolate_brown Variant 64,Cuerpo marrón,14,100,14,lemon_green Variant 64,Alas verdes,10,100,10,hornet_brown Variant 64,Ojos sauron,40,100,40,golden Variant 64,Puas oro,25,100,25,none Variant 64,No Material,99,100,99
Variant 65,platinum_token Variant 65,Moneda platino,50,100,50,gold Variant 65,Middle Card Black,30,100,30,amethyst Variant 65,Front Card Purple,25,100,25,720 Variant 65,Bit,30,100,30,60 Variant 65,drift,15,100,15,3 Variant 65,Mana,80,100,80,5 Variant 65,ingot,33,100,33,wild Variant 65,No Material,900,1000,90,exotic_turquoise Variant 65,Cuerpo turquesa,14,100,14,sunny_yellow Variant 65,Material.002,17,100,17,firefly_lilac Variant 65,Ojos rosados,20,100,20,bone Variant 65,Huesos blancos,70,100,70,none Variant 65,No Material,99,100,99
Variant 66,titanium_token Variant 66,Material.016,15,100,15,platinum Variant 66,Platinium Card,50,100,50,emerald Variant 66,Front Card Colorful,30,100,30,864 Variant 66,Bit,20,100,20,48 Variant 66,drift,80,100,80,3 Variant 66,Mana,80,100,80,5 Variant 66,ingot,33,100,33,pirate Variant 66,Parche,25,1000,2,mystic_purple Variant 66,Cuerpo Morado,14,100,14,party_orange Variant 66,Material.005,17,100,17,wasp_yellow Variant 66,Ojos verde claro,25,100,25,bone Variant 66,Huesos blancos,70,100,70,none Variant 66,No Material,99,100,99
Variant 67,gold_token Variant 67,Moneda oro,35,100,35,gold Variant 67,Middle Card Black,30,100,30,prism Variant 67,Front Card Rainbow,10,100,10,576 Variant 67,Bit,50,100,50,48 Variant 67,drift,80,100,80,3 Variant 67,Mana,80,100,80,5 Variant 67,ingot,33,100,33,wild Variant 67,No Material,900,1000,90,exotic_turquoise Variant 67,Cuerpo turquesa,14,100,14,sunny_yellow Variant 67,Material.002,17,100,17,firefly_lilac Variant 67,Ojos rosados,20,100,20,bone Variant 67,Huesos blancos,70,100,70,none Variant 67,No Material,99,100,99
Variant 68,gold_token Variant 68,Moneda oro,35,100,35,platinum Variant 68,Platinium Card,50,100,50,emerald Variant 68,Front Card Colorful,30,100,30,576 Variant 68,Bit,50,100,50,48 Variant 68,drift,80,100,80,6 Variant 68,Mana,15,100,15,4 Variant 68,ingot,60,100,60,wild Variant 68,No Material,900,1000,90,exotic_turquoise Variant 68,Cuerpo turquesa,14,100,14,ocean_blue Variant 68,Material.001,17,100,17,wasp_yellow Variant 68,Ojos verde claro,25,100,25,bone Variant 68,Huesos blancos,70,100,70,none Variant 68,No Material,99,100,99
Variant 69,platinum_token Variant 69,Moneda platino,50,100,50,platinum Variant 69,Platinium Card,50,100,50,sapphire Variant 69,Front Card NAVY,20,100,20,576 Variant 69,Bit,50,100,50,48 Variant 69,drift,80,100,80,3 Variant 69,Mana,80,100,80,5 Variant 69,ingot,33,100,33,sovereign Variant 69,Gold Crown Sov1.001,75,1000,8,chocolate_brown Variant 69,Cuerpo marrón,14,100,14,floyd_pink Variant 69,Alas rosadas,17,100,17,hornet_brown Variant 69,Ojos sauron,40,100,40,bone Variant 69,Huesos blancos,70,100,70,none Variant 69,No Material,99,100,99
Variant 70,platinum_token Variant 70,Moneda platino,50,100,50,platinum Variant 70,Platinium Card,50,100,50,emerald Variant 70,Front Card Colorful,30,100,30,576 Variant 70,Bit,50,100,50,48 Variant 70,drift,80,100,80,3 Variant 70,Mana,80,100,80,4 Variant 70,ingot,60,100,60,wild Variant 70,No Material,900,1000,90,mystic_purple Variant 70,Cuerpo Morado,14,100,14,party_orange Variant 70,Material.005,17,100,17,hornet_brown Variant 70,Ojos sauron,40,100,40,bone Variant 70,Huesos blancos,70,100,70,none Variant 70,No Material,99,100,99
Variant 71,gold_token Variant 71,Moneda oro,35,100,35,platinum Variant 71,Platinium Card,50,100,50,emerald Variant 71,Front Card Colorful,30,100,30,720 Variant 71,Bit,30,100,30,48 Variant 71,drift,80,100,80,3 Variant 71,Mana,80,100,80,8 Variant 71,ingot,4,100,4,wild Variant 71,No Material,900,1000,90,peaceful_green Variant 71,Cuerpo verde,14,100,14,sunny_yellow Variant 71,Material.002,17,100,17,hornet_brown Variant 71,Ojos sauron,40,100,40,bone Variant 71,Huesos blancos,70,100,70,none Variant 71,No Material,99,100,99
Variant 72,platinum_token Variant 72,Moneda platino,50,100,50,titanium Variant 72,Titanium Card,20,100,20,emerald Variant 72,Front Card Colorful,30,100,30,576 Variant 72,Bit,50,100,50,48 Variant 72,drift,80,100,80,3 Variant 72,Mana,80,100,80,5 Variant 72,ingot,33,100,33,wild Variant 72,No Material,900,1000,90,chocolate_brown Variant 72,Cuerpo marrón,14,100,14,party_orange Variant 72,Material.005,17,100,17,wasp_yellow Variant 72,Ojos verde claro,25,100,25,bone Variant 72,Huesos blancos,70,100,70,none Variant 72,No Material,99,100,99
Variant 73,titanium_token Variant 73,Material.016,15,100,15,titanium Variant 73,Titanium Card,20,100,20,sapphire Variant 73,Front Card NAVY,20,100,20,720 Variant 73,Bit,30,100,30,48 Variant 73,drift,80,100,80,3 Variant 73,Mana,80,100,80,4 Variant 73,ingot,60,100,60,wild Variant 73,No Material,900,1000,90,tangle_dark Variant 73,Cuerpo negro,14,100,14,ocean_blue Variant 73,Material.001,17,100,17,hornet_brown Variant 73,Ojos sauron,40,100,40,bone Variant 73,Huesos blancos,70,100,70,none Variant 73,No Material,99,100,99
Variant 74,gold_token Variant 74,Moneda oro,35,100,35,gold Variant 74,Middle Card Black,30,100,30,amethyst Variant 74,Front Card Purple,25,100,25,864 Variant 74,Bit,20,100,20,48 Variant 74,drift,80,100,80,3 Variant 74,Mana,80,100,80,4 Variant 74,ingot,60,100,60,sovereign Variant 74,Gold Crown Sov1.001,75,1000,8,exotic_turquoise Variant 74,Cuerpo turquesa,14,100,14,party_orange Variant 74,Material.005,17,100,17,wasp_yellow Variant 74,Ojos verde claro,25,100,25,bone Variant 74,Huesos blancos,70,100,70,none Variant 74,No Material,99,100,99
Variant 75,gold_token Variant 75,Moneda oro,35,100,35,platinum Variant 75,Platinium Card,50,100,50,sapphire Variant 75,Front Card NAVY,20,100,20,576 Variant 75,Bit,50,100,50,48 Variant 75,drift,80,100,80,3 Variant 75,Mana,80,100,80,5 Variant 75,ingot,33,100,33,wild Variant 75,No Material,900,1000,90,mystic_purple Variant 75,Cuerpo Morado,14,100,14,party_orange Variant 75,Material.005,17,100,17,hornet_brown Variant 75,Ojos sauron,40,100,40,golden Variant 75,Puas oro,25,100,25,none Variant 75,No Material,99,100,99
Variant 76,platinum_token Variant 76,Moneda platino,50,100,50,platinum Variant 76,Platinium Card,50,100,50,amethyst Variant 76,Front Card Purple,25,100,25,720 Variant 76,Bit,30,100,30,48 Variant 76,drift,80,100,80,3 Variant 76,Mana,80,100,80,4 Variant 76,ingot,60,100,60,wild Variant 76,No Material,900,1000,90,tangle_dark Variant 76,Cuerpo negro,14,100,14,party_orange Variant 76,Material.005,17,100,17,wasp_yellow Variant 76,Ojos verde claro,25,100,25,bone Variant 76,Huesos blancos,70,100,70,none Variant 76,No Material,99,100,99
Variant 77,platinum_token Variant 77,Moneda platino,50,100,50,platinum Variant 77,Platinium Card,50,100,50,emerald Variant 77,Front Card Colorful,30,100,30,576 Variant 77,Bit,50,100,50,48 Variant 77,drift,80,100,80,3 Variant 77,Mana,80,100,80,4 Variant 77,ingot,60,100,60,sovereign Variant 77,Gold Crown Sov1.001,75,1000,8,exotic_turquoise Variant 77,Cuerpo turquesa,14,100,14,sunny_yellow Variant 77,Material.002,17,100,17,hornet_brown Variant 77,Ojos sauron,40,100,40,bone Variant 77,Huesos blancos,70,100,70,none Variant 77,No Material,99,100,99
Variant 78,platinum_token Variant 78,Moneda platino,50,100,50,platinum Variant 78,Platinium Card,50,100,50,kevlar Variant 78,Front Card KEVLAR,15,100,15,720 Variant 78,Bit,30,100,30,48 Variant 78,drift,80,100,80,3 Variant 78,Mana,80,100,80,5 Variant 78,ingot,33,100,33,wild Variant 78,No Material,900,1000,90,firing_red Variant 78,Cuerpo rojo,16,100,16,grosbeak_green Variant 78,Material.003,5,100,5,assembly_purple Variant 78,Ojos morados,5,100,5,bone Variant 78,Huesos blancos,70,100,70,none Variant 78,No Material,99,100,99
Variant 79,platinum_token Variant 79,Moneda platino,50,100,50,gold Variant 79,Middle Card Black,30,100,30,kevlar Variant 79,Front Card KEVLAR,15,100,15,720 Variant 79,Bit,30,100,30,48 Variant 79,drift,80,100,80,3 Variant 79,Mana,80,100,80,5 Variant 79,ingot,33,100,33,wild Variant 79,No Material,900,1000,90,tangle_dark Variant 79,Cuerpo negro,14,100,14,lemon_green Variant 79,Alas verdes,10,100,10,hornet_brown Variant 79,Ojos sauron,40,100,40,golden Variant 79,Puas oro,25,100,25,none Variant 79,No Material,99,100,99
Variant 80,gold_token Variant 80,Moneda oro,35,100,35,gold Variant 80,Middle Card Black,30,100,30,kevlar Variant 80,Front Card KEVLAR,15,100,15,576 Variant 80,Bit,50,100,50,48 Variant 80,drift,80,100,80,3 Variant 80,Mana,80,100,80,10 Variant 80,ingot,2,100,2,wild Variant 80,No Material,900,1000,90,exotic_turquoise Variant 80,Cuerpo turquesa,14,100,14,floyd_pink Variant 80,Alas rosadas,17,100,17,hornet_brown Variant 80,Ojos sauron,40,100,40,bone Variant 80,Huesos blancos,70,100,70,none Variant 80,No Material,99,100,99
Variant 81,platinum_token Variant 81,Moneda platino,50,100,50,platinum Variant 81,Platinium Card,50,100,50,emerald Variant 81,Front Card Colorful,30,100,30,576 Variant 81,Bit,50,100,50,48 Variant 81,drift,80,100,80,3 Variant 81,Mana,80,100,80,4 Variant 81,ingot,60,100,60,wild Variant 81,No Material,900,1000,90,firing_red Variant 81,Cuerpo rojo,16,100,16,ocean_blue Variant 81,Material.001,17,100,17,wasp_yellow Variant 81,Ojos verde claro,25,100,25,golden Variant 81,Puas oro,25,100,25,none Variant 81,No Material,99,100,99
Variant 82,platinum_token Variant 82,Moneda platino,50,100,50,gold Variant 82,Middle Card Black,30,100,30,amethyst Variant 82,Front Card Purple,25,100,25,576 Variant 82,Bit,50,100,50,48 Variant 82,drift,80,100,80,6 Variant 82,Mana,15,100,15,4 Variant 82,ingot,60,100,60,pirate Variant 82,Parche,25,1000,2,chocolate_brown Variant 82,Cuerpo marrón,14,100,14,grosbeak_green Variant 82,Material.003,5,100,5,shimmer_turquoise Variant 82,Ojos turquesa,10,100,10,bone Variant 82,Huesos blancos,70,100,70,none Variant 82,No Material,99,100,99
Variant 83,platinum_token Variant 83,Moneda platino,50,100,50,gold Variant 83,Middle Card Black,30,100,30,amethyst Variant 83,Front Card Purple,25,100,25,576 Variant 83,Bit,50,100,50,48 Variant 83,drift,80,100,80,3 Variant 83,Mana,80,100,80,4 Variant 83,ingot,60,100,60,wild Variant 83,No Material,900,1000,90,tangle_dark Variant 83,Cuerpo negro,14,100,14,magic_purple Variant 83,Material.004,17,100,17,wasp_yellow Variant 83,Ojos verde claro,25,100,25,bone Variant 83,Huesos blancos,70,100,70,none Variant 83,No Material,99,100,99
Variant 84,platinum_token Variant 84,Moneda platino,50,100,50,platinum Variant 84,Platinium Card,50,100,50,emerald Variant 84,Front Card Colorful,30,100,30,576 Variant 84,Bit,50,100,50,48 Variant 84,drift,80,100,80,6 Variant 84,Mana,15,100,15,4 Variant 84,ingot,60,100,60,wild Variant 84,No Material,900,1000,90,mystic_purple Variant 84,Cuerpo Morado,14,100,14,party_orange Variant 84,Material.005,17,100,17,wasp_yellow Variant 84,Ojos verde claro,25,100,25,bone Variant 84,Huesos blancos,70,100,70,none Variant 84,No Material,99,100,99
Variant 85,platinum_token Variant 85,Moneda platino,50,100,50,platinum Variant 85,Platinium Card,50,100,50,prism Variant 85,Front Card Rainbow,10,100,10,576 Variant 85,Bit,50,100,50,60 Variant 85,drift,15,100,15,3 Variant 85,Mana,80,100,80,5 Variant 85,ingot,33,100,33,wild Variant 85,No Material,900,1000,90,peaceful_green Variant 85,Cuerpo verde,14,100,14,floyd_pink Variant 85,Alas rosadas,17,100,17,firefly_lilac Variant 85,Ojos rosados,20,100,20,bone Variant 85,Huesos blancos,70,100,70,none Variant 85,No Material,99,100,99
Variant 86,platinum_token Variant 86,Moneda platino,50,100,50,titanium Variant 86,Titanium Card,20,100,20,sapphire Variant 86,Front Card NAVY,20,100,20,864 Variant 86,Bit,20,100,20,48 Variant 86,drift,80,100,80,6 Variant 86,Mana,15,100,15,8 Variant 86,ingot,4,100,4,wild Variant 86,No Material,900,1000,90,peaceful_green Variant 86,Cuerpo verde,14,100,14,floyd_pink Variant 86,Alas rosadas,17,100,17,hornet_brown Variant 86,Ojos sauron,40,100,40,bone Variant 86,Huesos blancos,70,100,70,none Variant 86,No Material,99,100,99
Variant 87,gold_token Variant 87,Moneda oro,35,100,35,titanium Variant 87,Titanium Card,20,100,20,amethyst Variant 87,Front Card Purple,25,100,25,576 Variant 87,Bit,50,100,50,48 Variant 87,drift,80,100,80,3 Variant 87,Mana,80,100,80,4 Variant 87,ingot,60,100,60,wild Variant 87,No Material,900,1000,90,peaceful_green Variant 87,Cuerpo verde,14,100,14,grosbeak_green Variant 87,Material.003,5,100,5,hornet_brown Variant 87,Ojos sauron,40,100,40,bone Variant 87,Huesos blancos,70,100,70,none Variant 87,No Material,99,100,99
Variant 88,gold_token Variant 88,Moneda oro,35,100,35,titanium Variant 88,Titanium Card,20,100,20,sapphire Variant 88,Front Card NAVY,20,100,20,576 Variant 88,Bit,50,100,50,48 Variant 88,drift,80,100,80,3 Variant 88,Mana,80,100,80,4 Variant 88,ingot,60,100,60,wild Variant 88,No Material,900,1000,90,peaceful_green Variant 88,Cuerpo verde,14,100,14,magic_purple Variant 88,Material.004,17,100,17,hornet_brown Variant 88,Ojos sauron,40,100,40,golden Variant 88,Puas oro,25,100,25,none Variant 88,No Material,99,100,99
Variant 89,gold_token Variant 89,Moneda oro,35,100,35,gold Variant 89,Middle Card Black,30,100,30,sapphire Variant 89,Front Card NAVY,20,100,20,720 Variant 89,Bit,30,100,30,72 Variant 89,drift,5,100,5,3 Variant 89,Mana,80,100,80,4 Variant 89,ingot,60,100,60,sovereign Variant 89,Gold Crown Sov1.001,75,1000,8,peaceful_green Variant 89,Cuerpo verde,14,100,14,lemon_green Variant 89,Alas verdes,10,100,10,hornet_brown Variant 89,Ojos sauron,40,100,40,bone Variant 89,Huesos blancos,70,100,70,none Variant 89,No Material,99,100,99
Variant 90,platinum_token Variant 90,Moneda platino,50,100,50,platinum Variant 90,Platinium Card,50,100,50,amethyst Variant 90,Front Card Purple,25,100,25,576 Variant 90,Bit,50,100,50,48 Variant 90,drift,80,100,80,3 Variant 90,Mana,80,100,80,4 Variant 90,ingot,60,100,60,wild Variant 90,No Material,900,1000,90,firing_red Variant 90,Cuerpo rojo,16,100,16,grosbeak_green Variant 90,Material.003,5,100,5,assembly_purple Variant 90,Ojos morados,5,100,5,bone Variant 90,Huesos blancos,70,100,70,none Variant 90,No Material,99,100,99
